Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
834	0.209832	166	0.692771	1.778966	834	0.209832	0.290000	0.289974	
830	0.226506	170	0.694118	1.778966	830	0.226506	0.306000	0.291309	
841	0.252081	159	0.767296	1.778966	841	0.252081	0.334000	0.294593	
816	0.196078	184	0.668478	1.778966	816	0.196078	0.283000	0.293765	
807	0.301115	193	0.683938	1.514454	807	0.301115	0.375000	0.299180	
819	0.302808	181	0.674033	1.514454	819	0.302808	0.370000	0.303606	
824	0.283981	176	0.607955	1.514454	824	0.283981	0.341000	0.305806	
817	0.351285	183	0.677596	1.514454	817	0.351285	0.411000	0.311649	
817	0.303550	183	0.601093	1.514454	817	0.303550	0.358000	0.314089	
826	0.323245	174	0.718391	1.514454	826	0.323245	0.392000	0.317984	
824	0.313107	176	0.653409	1.514454	824	0.313107	0.373000	0.320604	
822	0.307786	178	0.691011	1.514454	822	0.307786	0.376000	0.323122	
815	0.287117	185	0.659459	1.514454	815	0.287117	0.356000	0.324551	
805	0.288199	195	0.666667	1.514454	805	0.288199	0.362000	0.326111	
831	0.321300	169	0.585799	1.514454	831	0.321300	0.366000	0.327707	
816	0.319853	184	0.663043	1.514454	816	0.319853	0.383000	0.329833	
834	0.291367	166	0.662651	1.514454	834	0.291367	0.353000	0.330691	
796	0.304020	204	0.808824	1.514454	796	0.304020	0.407000	0.333417	
830	0.325301	170	0.682353	1.514454	830	0.325301	0.386000	0.335230	
835	0.322156	165	0.618182	1.514454	835	0.322156	0.371000	0.336422	
830	0.302410	170	0.611765	1.514454	830	0.302410	0.355000	0.337021	
824	0.307039	176	0.636364	1.514454	824	0.307039	0.365000	0.337896	
821	0.304507	179	0.664804	1.514454	821	0.304507	0.369000	0.338838	
806	0.321340	194	0.726804	1.514454	806	0.321340	0.400000	0.340637	
831	0.287605	169	0.680473	1.514454	831	0.287605	0.354000	0.341019	
833	0.328932	167	0.568862	1.514454	833	0.328932	0.369000	0.341796	
815	0.304294	185	0.643243	1.514454	815	0.304294	0.367000	0.342477	
812	0.325123	188	0.696809	1.514454	812	0.325123	0.395000	0.343859	
813	0.321033	187	0.705882	1.514454	813	0.321033	0.393000	0.345119	
827	0.267231	173	0.751445	1.514454	827	0.267231	0.351000	0.345266	
