Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
830	0.357831	170	0.558824	1.529307	830	0.357831	0.392000	0.331879	
829	0.358263	171	0.567251	1.529307	829	0.358263	0.394000	0.337055	
846	0.384161	154	0.688312	1.529307	846	0.384161	0.431000	0.344281	
836	0.380383	164	0.585366	1.529307	836	0.380383	0.414000	0.349261	
836	0.360048	164	0.731707	1.529307	836	0.360048	0.421000	0.354043	
835	0.372455	165	0.630303	1.529307	835	0.372455	0.415000	0.357853	
826	0.325666	174	0.626437	1.529307	826	0.325666	0.378000	0.359038	
824	0.367718	176	0.602273	1.529307	824	0.367718	0.409000	0.361813	
817	0.354957	183	0.519126	1.529307	817	0.354957	0.385000	0.363034	
830	0.380723	170	0.576471	1.529307	830	0.380723	0.414000	0.365582	
856	0.372664	144	0.562500	1.529307	856	0.372664	0.400000	0.367221	
830	0.357831	170	0.611765	1.529307	830	0.357831	0.401000	0.368756	
821	0.390987	179	0.513966	1.529307	821	0.390987	0.413000	0.370680	
825	0.383030	175	0.565714	1.529307	825	0.383030	0.415000	0.372526	
831	0.380265	169	0.621302	1.529307	831	0.380265	0.421000	0.374465	
801	0.384519	199	0.628141	1.529307	801	0.384519	0.433000	0.376716	
828	0.385266	172	0.668605	1.529307	828	0.385266	0.434000	0.378838	
859	0.342258	141	0.574468	1.529307	859	0.342258	0.375000	0.378701	
845	0.346746	155	0.567742	1.529307	845	0.346746	0.381000	0.378780	
808	0.361386	192	0.677083	1.529307	808	0.361386	0.422000	0.380221	
818	0.366748	182	0.648352	1.529307	818	0.366748	0.418000	0.381439	
845	0.370414	155	0.632258	1.529307	845	0.370414	0.411000	0.382363	
823	0.339004	177	0.564972	1.529307	823	0.339004	0.379000	0.382261	
835	0.350898	165	0.727273	1.529307	835	0.350898	0.413000	0.383165	
824	0.344660	176	0.636364	1.529307	824	0.344660	0.396000	0.383532	
833	0.367347	167	0.634731	1.529307	833	0.367347	0.412000	0.384323	
833	0.343337	167	0.574850	1.529307	833	0.343337	0.382000	0.384260	
832	0.366587	168	0.666667	1.529307	832	0.366587	0.417000	0.385121	
847	0.336482	153	0.640523	1.529307	847	0.336482	0.383000	0.385067	
843	0.380783	157	0.668790	1.529307	843	0.380783	0.426000	0.386090	
826	0.352300	174	0.683908	1.529307	826	0.352300	0.410000	0.386673	
830	0.374699	170	0.682353	1.529307	830	0.374699	0.427000	0.387634	
829	0.332931	171	0.567251	1.529307	829	0.332931	0.373000	0.387293	
827	0.365175	173	0.601156	1.529307	827	0.365175	0.406000	0.387718	
830	0.343373	170	0.470588	1.529307	830	0.343373	0.365000	0.387214	
839	0.374255	161	0.608696	1.529307	839	0.374255	0.412000	0.387752	
833	0.369748	167	0.592814	1.529307	833	0.369748	0.407000	0.388162	
857	0.387398	143	0.622378	1.529307	857	0.387398	0.421000	0.388846	
840	0.395238	160	0.631250	1.529307	840	0.395238	0.433000	0.389747	
796	0.351759	204	0.602941	1.529307	796	0.351759	0.403000	0.390012	
848	0.332547	152	0.585526	1.529307	848	0.332547	0.371000	0.389639	
840	0.332143	160	0.550000	1.529307	840	0.332143	0.367000	0.389204	
808	0.318069	192	0.635417	1.529307	808	0.318069	0.379000	0.389012	
845	0.373964	155	0.658065	1.529307	845	0.373964	0.418000	0.389548	
831	0.351384	169	0.573964	1.529307	831	0.351384	0.389000	0.389538	
848	0.364387	152	0.618421	1.529307	848	0.364387	0.403000	0.389779	
813	0.338253	187	0.561497	1.529307	813	0.338253	0.380000	0.389607	
824	0.332524	176	0.664773	1.529307	824	0.332524	0.391000	0.389631	
813	0.355474	187	0.593583	1.529307	813	0.355474	0.400000	0.389807	
857	0.390898	143	0.608392	1.529307	857	0.390898	0.422000	0.390343	
847	0.350649	153	0.633987	1.529307	847	0.350649	0.394000	0.390403	
829	0.388420	171	0.602339	1.529307	829	0.388420	0.425000	0.390961	
831	0.336943	169	0.633136	1.529307	831	0.336943	0.387000	0.390899	
856	0.401869	144	0.722222	1.529307	856	0.401869	0.448000	0.391791	
817	0.324357	183	0.644809	1.611490	817	0.324357	0.383000	0.391656	
814	0.331695	186	0.607527	1.611490	814	0.331695	0.383000	0.391524	
819	0.312576	181	0.707182	1.611490	819	0.312576	0.384000	0.391412	
847	0.348288	153	0.653595	1.611490	847	0.348288	0.395000	0.391465	
836	0.354067	164	0.603659	1.611490	836	0.354067	0.395000	0.391516	
835	0.359281	165	0.581818	1.611490	835	0.359281	0.396000	0.391580	
827	0.344619	173	0.554913	1.611490	827	0.344619	0.381000	0.391431	
826	0.341404	174	0.500000	1.611490	826	0.341404	0.369000	0.391120	
839	0.365912	161	0.608696	1.611490	839	0.365912	0.405000	0.391310	
827	0.299879	173	0.624277	1.611490	827	0.299879	0.356000	0.390833	
838	0.392601	162	0.641975	1.611490	838	0.392601	0.433000	0.391395	
801	0.343321	199	0.678392	1.611490	801	0.343321	0.410000	0.391640	
818	0.331296	182	0.538462	1.611490	818	0.331296	0.369000	0.391346	
840	0.352381	160	0.525000	1.611490	840	0.352381	0.380000	0.391200	
835	0.366467	165	0.551515	1.611490	835	0.366467	0.397000	0.391274	
842	0.307601	158	0.645570	1.611490	842	0.307601	0.361000	0.390895	
840	0.326190	160	0.543750	1.611490	840	0.326190	0.361000	0.390526	
833	0.351741	167	0.508982	1.611490	833	0.351741	0.378000	0.390373	
824	0.330097	176	0.522727	1.611490	824	0.330097	0.364000	0.390056	
814	0.302211	186	0.505376	1.611490	814	0.302211	0.340000	0.389460	
829	0.317250	171	0.602339	1.611490	829	0.317250	0.366000	0.389184	
841	0.317479	159	0.654088	1.611490	841	0.317479	0.371000	0.388972	
829	0.358263	171	0.602339	1.611490	829	0.358263	0.400000	0.389099	
861	0.293844	139	0.553957	1.611490	861	0.293844	0.330000	0.388427	
846	0.314421	154	0.577922	1.611490	846	0.314421	0.355000	0.388052	
851	0.334900	149	0.483221	1.611490	851	0.334900	0.357000	0.387707	
836	0.369617	164	0.646341	1.611490	836	0.369617	0.415000	0.388007	
847	0.347107	153	0.490196	1.611490	847	0.347107	0.369000	0.387800	
839	0.365912	161	0.708075	1.611490	839	0.365912	0.421000	0.388157	
826	0.329298	174	0.620690	1.611490	826	0.329298	0.380000	0.388070	
828	0.321256	172	0.587209	1.611490	828	0.321256	0.367000	0.387849	
839	0.343266	161	0.621118	1.611490	839	0.343266	0.388000	0.387850	
816	0.355392	184	0.679348	1.611490	816	0.355392	0.415000	0.388130	
835	0.312575	165	0.636364	1.611490	835	0.312575	0.366000	0.387904	
843	0.316726	157	0.598726	1.611490	843	0.316726	0.361000	0.387632	
844	0.337678	156	0.641026	1.611490	844	0.337678	0.385000	0.387606	
823	0.319563	177	0.615819	1.611490	823	0.319563	0.372000	0.387452	
848	0.349057	152	0.519737	1.611490	848	0.349057	0.375000	0.387330	
821	0.336175	179	0.553073	1.611490	821	0.336175	0.375000	0.387210	
832	0.365385	168	0.625000	1.611490	832	0.365385	0.409000	0.387419	
800	0.410000	200	0.665000	1.611490	800	0.410000	0.461000	0.388120	
817	0.099143	183	0.535519	2.962594	817	0.099143	0.179000	0.386147	
810	0.174074	190	0.700000	2.495426	810	0.174074	0.274000	0.385099	
829	0.184560	171	0.695906	2.304359	829	0.184560	0.272000	0.384052	
820	0.340244	180	0.700000	1.689443	820	0.340244	0.405000	0.384244	
838	0.328162	162	0.722222	1.689443	838	0.328162	0.392000	0.384315	
829	0.322075	171	0.538012	1.689443	829	0.322075	0.359000	0.384087	
