Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
834	0.347722	166	0.710843	1.377232	834	0.347722	0.408000	0.317426	
821	0.408039	179	0.737430	1.377232	821	0.408039	0.467000	0.329889	
843	0.104389	157	0.636943	2.754421	843	0.104389	0.188000	0.318975	
809	0.192831	191	0.664921	1.974225	809	0.192831	0.283000	0.316406	
829	0.340169	171	0.684211	1.367050	829	0.340169	0.399000	0.321912	
823	0.346294	177	0.694915	1.367050	823	0.346294	0.408000	0.327292	
810	0.345679	190	0.605263	1.367050	810	0.345679	0.395000	0.331275	
818	0.377751	182	0.532967	1.367050	818	0.377751	0.406000	0.335426	
834	0.372902	166	0.692771	1.367050	834	0.372902	0.426000	0.340193	
836	0.327751	164	0.646341	1.367050	836	0.327751	0.380000	0.342183	
830	0.328916	170	0.694118	1.367050	830	0.328916	0.391000	0.344507	
820	0.301220	180	0.755556	1.367050	820	0.301220	0.383000	0.346257	
814	0.339066	186	0.693548	1.367050	814	0.339066	0.405000	0.348811	
845	0.332544	155	0.696774	1.367050	845	0.332544	0.389000	0.350485	
817	0.363525	183	0.661202	1.367050	817	0.363525	0.418000	0.353186	
838	0.323389	162	0.796296	1.367050	838	0.323389	0.400000	0.354986	
810	0.356790	190	0.647368	1.367050	810	0.356790	0.412000	0.357098	
808	0.375000	192	0.583333	1.367050	808	0.375000	0.415000	0.359166	
831	0.365824	169	0.680473	1.367050	831	0.365824	0.419000	0.361229	
844	0.359005	156	0.628205	1.367050	844	0.359005	0.401000	0.362555	
834	0.382494	166	0.698795	1.367050	834	0.382494	0.435000	0.364891	
835	0.337725	165	0.709091	1.367050	835	0.337725	0.399000	0.365957	
831	0.344164	169	0.568047	1.367050	831	0.344164	0.382000	0.366443	
816	0.325980	184	0.728261	1.367050	816	0.325980	0.400000	0.367430	
839	0.351609	161	0.708075	1.367050	839	0.351609	0.409000	0.368618	
809	0.328801	191	0.680628	1.367050	809	0.328801	0.396000	0.369379	
835	0.364072	165	0.642424	1.367050	835	0.364072	0.410000	0.370476	
813	0.355474	187	0.647059	1.367050	813	0.355474	0.410000	0.371517	
810	0.370370	190	0.684211	1.367050	810	0.370370	0.430000	0.373016	
844	0.377962	156	0.666667	1.367050	844	0.377962	0.423000	0.374266	
811	0.362515	189	0.634921	1.367050	811	0.362515	0.414000	0.375235	
816	0.368873	184	0.657609	1.367050	816	0.368873	0.422000	0.376348	
821	0.373934	179	0.726257	1.367050	821	0.373934	0.437000	0.377759	
817	0.351285	183	0.650273	1.367050	817	0.351285	0.406000	0.378400	
830	0.355422	170	0.717647	1.367050	830	0.355422	0.417000	0.379258	
824	0.343447	176	0.579545	1.367050	824	0.343447	0.385000	0.379383	
840	0.358333	160	0.618750	1.367050	840	0.358333	0.400000	0.379822	
813	0.327183	187	0.657754	1.367050	813	0.327183	0.389000	0.380013	
820	0.343902	180	0.616667	1.367050	820	0.343902	0.393000	0.380278	
814	0.343980	186	0.704301	1.367050	814	0.343980	0.411000	0.380892	
827	0.327690	173	0.583815	1.367050	827	0.327690	0.372000	0.380718	
849	0.365135	151	0.649007	1.367050	849	0.365135	0.408000	0.381243	
832	0.302885	168	0.696429	1.367050	832	0.302885	0.369000	0.381012	
820	0.332927	180	0.688889	1.367050	820	0.332927	0.397000	0.381308	
818	0.382641	182	0.697802	1.367050	818	0.382641	0.440000	0.382375	
829	0.346200	171	0.660819	1.367050	829	0.346200	0.400000	0.382690	
803	0.341220	197	0.664975	1.367050	803	0.341220	0.405000	0.383081	
834	0.362110	166	0.620482	1.367050	834	0.362110	0.405000	0.383459	
848	0.378538	152	0.559211	1.367050	848	0.378538	0.406000	0.383841	
857	0.345391	143	0.657343	1.367050	857	0.345391	0.390000	0.383944	
847	0.343566	153	0.653595	1.367050	847	0.343566	0.391000	0.384059	
832	0.378606	168	0.654762	1.367050	832	0.378606	0.425000	0.384720	
