Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./ccm/data/bt_data/fXpermitted.bttrees
Data File Name:                  ./ccm/data/bt_data/fXpermitted.btdata
Log File Name:                   ./ccm/bt_output/fXpermitted-dep-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3707041719
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./ccm/bt_output/fXpermitted-dep-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000001
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Tree Information
     Trees:                      100
     Taxa:                       56
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-51.491234	44	14.781924	13.699021	38.322526	6.599637	3.964276	2.892512	0.696619	1.860983	0.281985	0.271075	0.271474	0.175466	
12000	-51.970783	49	0.540816	4.359417	28.358777	2.790265	3.046290	0.232207	0.825109	2.198135	0.100624	0.152381	0.129709	0.617286	
13000	-54.806873	24	2.961157	1.149777	4.556607	52.390592	0.850498	5.132344	1.682043	3.132791	0.192356	0.253340	0.292945	0.261358	
14000	-53.376227	15	0.852018	17.803385	7.473245	7.625105	4.545016	3.418192	0.308580	0.219006	0.440648	0.196343	0.350979	0.012031	
15000	-51.837414	54	2.060940	0.479543	16.231592	6.578659	1.381134	1.135814	0.079214	0.600348	0.044094	0.040537	0.847045	0.068323	
16000	-50.982399	14	2.614854	6.588203	10.313862	7.887600	2.694868	0.383218	0.437526	2.692498	0.197846	0.281108	0.170629	0.350417	
17000	-52.093639	61	4.605291	12.281533	21.446614	1.797670	2.640304	2.389932	3.572094	0.496755	0.266590	0.265651	0.257556	0.210202	
18000	-53.747947	88	4.453370	17.567323	11.263935	42.596927	5.635298	4.453539	3.476548	3.844709	0.258991	0.242832	0.258289	0.239888	
19000	-54.617711	21	3.588637	11.946993	1.095759	39.518105	7.736397	4.520499	1.678715	5.184808	0.253311	0.246399	0.253151	0.247139	
20000	-51.962851	36	5.009447	45.917944	29.196852	3.504340	10.814531	1.266846	1.111577	0.587151	0.317824	0.293819	0.313027	0.075330	
21000	-53.517347	54	0.010300	11.469376	8.466089	11.155553	1.067862	0.923673	5.048348	1.450159	0.179822	0.287350	0.198478	0.334350	
