Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
832	0.294471	168	0.672619	1.502301	832	0.294471	0.358000	0.375420	
829	0.348613	171	0.625731	1.502301	829	0.348613	0.396000	0.377135	
835	0.308982	165	0.745455	1.502301	835	0.308982	0.381000	0.377433	
831	0.300842	169	0.627219	1.502301	831	0.300842	0.356000	0.375902	
836	0.322967	164	0.725610	1.502301	836	0.322967	0.389000	0.376775	
825	0.294545	175	0.725714	1.502301	825	0.294545	0.370000	0.376351	
849	0.321555	151	0.668874	1.502301	849	0.321555	0.374000	0.376213	
817	0.320685	183	0.661202	1.502301	817	0.320685	0.383000	0.376590	
828	0.286232	172	0.674419	1.502301	828	0.286232	0.353000	0.375349	
829	0.305187	171	0.678363	1.502301	829	0.305187	0.369000	0.375031	
829	0.342581	171	0.643275	1.502301	829	0.342581	0.394000	0.375934	
835	0.325749	165	0.618182	1.502301	835	0.325749	0.374000	0.375847	
829	0.328106	171	0.625731	1.502301	829	0.328106	0.379000	0.375984	
811	0.308261	189	0.656085	1.502301	811	0.308261	0.374000	0.375901	
816	0.346814	184	0.597826	1.502301	816	0.346814	0.393000	0.376585	
823	0.297691	177	0.672316	1.502301	823	0.297691	0.364000	0.376101	
810	0.286420	190	0.568421	1.502301	810	0.286420	0.340000	0.374764	
815	0.294479	185	0.713514	1.502301	815	0.294479	0.372000	0.374665	
811	0.335388	189	0.703704	1.502301	811	0.335388	0.405000	0.375711	
816	0.334559	184	0.652174	1.502301	816	0.334559	0.393000	0.376287	
821	0.338611	179	0.642458	1.502301	821	0.338611	0.393000	0.376827	
804	0.328358	196	0.632653	1.502301	804	0.328358	0.388000	0.377176	
823	0.318348	177	0.621469	1.502301	823	0.318348	0.372000	0.377019	
806	0.320099	194	0.587629	1.502301	806	0.320099	0.372000	0.376871	
820	0.289024	180	0.783333	1.502301	820	0.289024	0.378000	0.376904	
822	0.338200	178	0.837079	1.502301	822	0.338200	0.427000	0.378295	
819	0.338217	181	0.668508	1.502301	819	0.338217	0.398000	0.378828	
823	0.289186	177	0.621469	1.502301	823	0.289186	0.348000	0.378016	
834	0.299760	166	0.698795	1.502301	834	0.299760	0.366000	0.377708	
843	0.352313	157	0.726115	1.502301	843	0.352313	0.411000	0.378541	
814	0.316953	186	0.682796	1.502301	814	0.316953	0.385000	0.378698	
824	0.319175	176	0.732955	1.502301	824	0.319175	0.392000	0.379015	
812	0.314039	188	0.739362	1.502301	812	0.314039	0.394000	0.379363	
824	0.287621	176	0.664773	1.502301	824	0.287621	0.354000	0.378787	
824	0.319175	176	0.750000	1.502301	824	0.319175	0.395000	0.379147	
836	0.334928	164	0.701220	1.502301	836	0.334928	0.395000	0.379492	
842	0.328979	158	0.670886	1.502301	842	0.328979	0.383000	0.379566	
828	0.330918	172	0.633721	1.502301	828	0.330918	0.383000	0.379638	
828	0.330918	172	0.575581	1.502301	828	0.330918	0.373000	0.379502	
820	0.320732	180	0.716667	1.502301	820	0.320732	0.392000	0.379752	
811	0.310727	189	0.640212	1.502301	811	0.310727	0.373000	0.379620	
828	0.333333	172	0.726744	1.502301	828	0.333333	0.401000	0.380031	
829	0.303981	171	0.754386	1.502301	829	0.303981	0.381000	0.380049	
831	0.345367	169	0.698225	1.502301	831	0.345367	0.405000	0.380511	
823	0.289186	177	0.711864	1.502301	823	0.289186	0.364000	0.380211	
824	0.356796	176	0.568182	1.502301	824	0.356796	0.394000	0.380457	
