Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
843	0.240807	157	0.585987	1.995760	843	0.240807	0.295000	0.402327	
828	0.276570	172	0.686047	1.995760	828	0.276570	0.347000	0.397717	
844	0.263033	156	0.589744	1.995760	844	0.263033	0.314000	0.391278	
846	0.297872	154	0.610390	1.995760	846	0.297872	0.346000	0.388044	
824	0.302184	176	0.619318	1.995760	824	0.302184	0.358000	0.386041	
831	0.227437	169	0.644970	1.995760	831	0.227437	0.298000	0.380539	
837	0.264038	163	0.521472	1.995760	837	0.264038	0.306000	0.376154	
832	0.288462	168	0.666667	1.995760	832	0.288462	0.352000	0.374813	
821	0.242387	179	0.664804	1.995760	821	0.242387	0.318000	0.371823	
833	0.225690	167	0.586826	1.995760	833	0.225690	0.286000	0.367532	
826	0.245763	174	0.718391	1.995760	826	0.245763	0.328000	0.365649	
851	0.265570	149	0.496644	1.995760	851	0.265570	0.300000	0.362665	
832	0.269231	168	0.559524	1.995760	832	0.269231	0.318000	0.360723	
839	0.245530	161	0.546584	1.995760	839	0.245530	0.294000	0.357943	
844	0.295024	156	0.602564	1.995760	844	0.295024	0.343000	0.357346	
826	0.242131	174	0.683908	1.995760	826	0.242131	0.319000	0.355871	
843	0.233689	157	0.554140	1.995760	843	0.233689	0.284000	0.353209	
836	0.238038	164	0.536585	1.995760	836	0.238038	0.287000	0.350845	
832	0.276442	168	0.690476	1.995760	832	0.276442	0.346000	0.350678	
831	0.227437	169	0.597633	1.995760	831	0.227437	0.290000	0.348655	
849	0.254417	151	0.602649	1.995760	849	0.254417	0.307000	0.347311	
830	0.268675	170	0.600000	1.995760	830	0.268675	0.325000	0.346614	
815	0.230675	185	0.654054	1.995760	815	0.230675	0.309000	0.345474	
853	0.245018	147	0.578231	1.995760	853	0.245018	0.294000	0.343960	
851	0.304348	149	0.644295	1.995760	851	0.304348	0.355000	0.344276	
837	0.291517	163	0.723926	1.995760	837	0.291517	0.362000	0.344768	
830	0.249398	170	0.529412	1.995760	830	0.249398	0.297000	0.343477	
826	0.211864	174	0.632184	1.995760	826	0.211864	0.285000	0.341938	
827	0.235792	173	0.520231	1.995760	827	0.235792	0.285000	0.340478	
821	0.258222	179	0.648045	1.995760	821	0.258222	0.328000	0.340166	
841	0.256837	159	0.415094	1.995760	841	0.256837	0.282000	0.338748	
844	0.247630	156	0.608974	1.995760	844	0.247630	0.304000	0.337921	
837	0.248507	163	0.693252	1.995760	837	0.248507	0.321000	0.337527	
837	0.268817	163	0.668712	1.995760	837	0.268817	0.334000	0.337447	
845	0.266272	155	0.638710	1.995760	845	0.266272	0.324000	0.337148	
845	0.243787	155	0.574194	1.995760	845	0.243787	0.295000	0.336232	
855	0.261988	145	0.537931	1.995760	855	0.261988	0.302000	0.335503	
821	0.247259	179	0.597765	1.995760	821	0.247259	0.310000	0.334972	
820	0.263415	180	0.577778	1.995760	820	0.263415	0.320000	0.334667	
830	0.244578	170	0.511765	1.995760	830	0.244578	0.290000	0.333773	
824	0.285194	176	0.607955	1.995760	824	0.285194	0.342000	0.333935	
846	0.269504	154	0.584416	1.995760	846	0.269504	0.318000	0.333628	
832	0.203125	168	0.630952	1.995760	832	0.203125	0.275000	0.332522	
857	0.267211	143	0.545455	1.995760	857	0.267211	0.307000	0.332049	
834	0.286571	166	0.602410	1.995760	834	0.286571	0.339000	0.332176	
832	0.281250	168	0.630952	1.995760	832	0.281250	0.340000	0.332315	
816	0.263480	184	0.717391	1.995760	816	0.263480	0.347000	0.332573	
840	0.273810	160	0.637500	1.995760	840	0.273810	0.332000	0.332563	
813	0.233702	187	0.529412	1.995760	813	0.233702	0.289000	0.331825	
826	0.248184	174	0.442529	1.995760	826	0.248184	0.282000	0.330994	
842	0.220903	158	0.734177	1.995760	842	0.220903	0.302000	0.330519	
827	0.266022	173	0.589595	1.995760	827	0.266022	0.322000	0.330382	
856	0.239486	144	0.708333	1.995760	856	0.239486	0.307000	0.330011	
826	0.231235	174	0.626437	1.995760	826	0.231235	0.300000	0.329542	
824	0.266990	176	0.659091	1.995760	824	0.266990	0.336000	0.329641	
846	0.274232	154	0.701299	1.995760	846	0.274232	0.340000	0.329798	
819	0.255189	181	0.662983	1.995760	819	0.255189	0.329000	0.329786	
835	0.247904	165	0.600000	1.995760	835	0.247904	0.306000	0.329436	
835	0.241916	165	0.630303	1.995760	835	0.241916	0.306000	0.329097	
845	0.234320	155	0.632258	1.995760	845	0.234320	0.296000	0.328624	
836	0.227273	164	0.628049	1.995760	836	0.227273	0.293000	0.328122	
835	0.258683	165	0.606061	1.995760	835	0.258683	0.316000	0.327954	
833	0.232893	167	0.640719	1.995760	833	0.232893	0.301000	0.327585	
818	0.251834	182	0.725275	1.995760	818	0.251834	0.338000	0.327725	
826	0.256659	174	0.614943	1.995760	826	0.256659	0.319000	0.327609	
846	0.256501	154	0.681818	1.995760	846	0.256501	0.322000	0.327535	
823	0.238153	177	0.564972	1.995760	823	0.238153	0.296000	0.327126	
833	0.261705	167	0.526946	1.995760	833	0.261705	0.306000	0.326855	
838	0.261337	162	0.691358	1.995760	838	0.261337	0.331000	0.326907	
841	0.241379	159	0.578616	1.995760	841	0.241379	0.295000	0.326508	
832	0.258413	168	0.589286	1.995760	832	0.258413	0.314000	0.326354	
844	0.235782	156	0.634615	1.995760	844	0.235782	0.298000	0.326008	
833	0.230492	167	0.682635	1.995760	833	0.230492	0.306000	0.325767	
831	0.253911	169	0.597633	1.995760	831	0.253911	0.312000	0.325603	
841	0.271106	159	0.610063	1.995760	841	0.271106	0.325000	0.325596	
836	0.210526	164	0.621951	1.995760	836	0.210526	0.278000	0.325043	
861	0.256678	139	0.597122	1.995760	861	0.256678	0.304000	0.324801	
842	0.247031	158	0.575949	1.995760	842	0.247031	0.299000	0.324508	
851	0.300823	149	0.503356	1.995760	851	0.300823	0.331000	0.324581	
844	0.255924	156	0.647436	1.995760	844	0.255924	0.317000	0.324496	
821	0.238733	179	0.625698	1.995760	821	0.238733	0.308000	0.324315	
845	0.261538	155	0.625806	1.995760	845	0.261538	0.318000	0.324246	
834	0.223022	166	0.644578	1.995760	834	0.223022	0.293000	0.323910	
832	0.248798	168	0.601190	1.995760	832	0.248798	0.308000	0.323741	
812	0.243842	188	0.670213	1.995760	812	0.243842	0.324000	0.323744	
832	0.275240	168	0.744048	1.995760	832	0.275240	0.354000	0.324059	
834	0.217026	166	0.578313	1.995760	834	0.217026	0.277000	0.323574	
850	0.247059	150	0.593333	1.995760	850	0.247059	0.299000	0.323323	
837	0.265233	163	0.638037	1.995760	837	0.265233	0.326000	0.323350	
834	0.251799	166	0.548193	1.995760	834	0.251799	0.301000	0.323127	
842	0.243468	158	0.620253	1.995760	842	0.243468	0.303000	0.322927	
821	0.264312	179	0.642458	1.995760	821	0.264312	0.332000	0.323016	
825	0.252121	175	0.691429	1.995760	825	0.252121	0.329000	0.323075	
838	0.231504	162	0.598765	1.995760	838	0.231504	0.291000	0.322766	
824	0.257282	176	0.647727	1.995760	824	0.257282	0.326000	0.322797	
813	0.254613	187	0.561497	1.995760	813	0.254613	0.312000	0.322695	
830	0.246988	170	0.505882	1.995760	830	0.246988	0.291000	0.322399	
836	0.244019	164	0.628049	1.995760	836	0.244019	0.307000	0.322256	
844	0.252370	156	0.564103	1.995760	844	0.252370	0.301000	0.322061	
819	0.275946	181	0.696133	1.995760	819	0.275946	0.352000	0.322333	
826	0.246973	174	0.632184	1.995760	826	0.246973	0.314000	0.322258	
835	0.270659	165	0.666667	1.995760	835	0.270659	0.336000	0.322381	
812	0.259852	188	0.611702	1.995760	812	0.259852	0.326000	0.322413	
850	0.290588	150	0.540000	1.995760	850	0.290588	0.328000	0.322462	
845	0.269822	155	0.612903	1.995760	845	0.269822	0.323000	0.322467	
842	0.295724	158	0.683544	1.995760	842	0.295724	0.357000	0.322764	
855	0.236257	145	0.668966	1.995760	855	0.236257	0.299000	0.322561	
824	0.273058	176	0.681818	1.995760	824	0.273058	0.345000	0.322752	
849	0.246172	151	0.708609	1.995760	849	0.246172	0.316000	0.322695	
841	0.275862	159	0.553459	1.995760	841	0.275862	0.320000	0.322672	
832	0.246394	168	0.636905	1.995760	832	0.246394	0.312000	0.322584	
825	0.240000	175	0.622857	1.995760	825	0.240000	0.307000	0.322456	
821	0.215591	179	0.653631	1.995760	821	0.215591	0.294000	0.322225	
821	0.265530	179	0.586592	1.995760	821	0.265530	0.323000	0.322231	
806	0.286600	194	0.659794	1.995760	806	0.286600	0.359000	0.322525	
828	0.227053	172	0.569767	1.995760	828	0.227053	0.286000	0.322236	
844	0.247630	156	0.628205	1.995760	844	0.247630	0.307000	0.322116	
825	0.244848	175	0.611429	1.995760	825	0.244848	0.309000	0.322013	
820	0.256098	180	0.638889	1.995760	820	0.256098	0.325000	0.322036	
836	0.258373	164	0.640244	1.995760	836	0.258373	0.321000	0.322028	
812	0.288177	188	0.590426	1.995760	812	0.288177	0.345000	0.322204	
829	0.256936	171	0.713450	1.995760	829	0.256936	0.335000	0.322301	
837	0.253286	163	0.533742	1.995760	837	0.253286	0.299000	0.322125	
838	0.267303	162	0.654321	1.995760	838	0.267303	0.330000	0.322184	
840	0.288095	160	0.537500	1.995760	840	0.288095	0.328000	0.322227	
815	0.241718	185	0.583784	1.995760	815	0.241718	0.305000	0.322101	
838	0.262530	162	0.623457	1.995760	838	0.262530	0.321000	0.322093	
822	0.278589	178	0.556180	1.995760	822	0.278589	0.328000	0.322135	
832	0.256010	168	0.601190	1.995760	832	0.256010	0.314000	0.322077	
832	0.240385	168	0.589286	1.995760	832	0.240385	0.299000	0.321912	
830	0.240964	170	0.547059	1.995760	830	0.240964	0.293000	0.321707	
842	0.279097	158	0.588608	1.995760	842	0.279097	0.328000	0.321751	
860	0.269767	140	0.571429	1.995760	860	0.269767	0.312000	0.321683	
831	0.265945	169	0.603550	1.995760	831	0.265945	0.323000	0.321692	
821	0.276492	179	0.541899	1.995760	821	0.276492	0.324000	0.321708	
869	0.212888	131	0.610687	1.995760	869	0.212888	0.265000	0.321320	
863	0.238702	137	0.708029	1.995760	863	0.238702	0.303000	0.321195	
821	0.254568	179	0.586592	1.995760	821	0.254568	0.314000	0.321146	
834	0.235012	166	0.674699	1.995760	834	0.235012	0.308000	0.321058	
845	0.247337	155	0.600000	1.995760	845	0.247337	0.302000	0.320931	
827	0.301088	173	0.502890	1.995760	827	0.301088	0.336000	0.321031	
855	0.259649	145	0.600000	1.995760	855	0.259649	0.309000	0.320952	
803	0.256538	197	0.558376	1.995760	803	0.256538	0.316000	0.320919	
840	0.250000	160	0.650000	1.995760	840	0.250000	0.314000	0.320875	
829	0.258142	171	0.608187	1.995760	829	0.258142	0.318000	0.320856	
