Options:
Model:                           Discrete: Independent
Tree File Name:                  ./ccm/data/bt_data/fXpermitted.bttrees
Data File Name:                  ./ccm/data/bt_data/fXpermitted.btdata
Log File Name:                   ./ccm/bt_output/fXpermitted-indep-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1643443972
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./ccm/bt_output/fXpermitted-indep-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000001
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      100
     Taxa:                       56
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
142000	-51.401290	32	0.984467	0.478671	0.307881	3.375946	0.016856	0.064934	0.189229	0.728982	
143000	-52.065801	21	3.488097	1.029206	0.250906	2.653628	0.073971	0.275346	0.137788	0.512894	
144000	-51.645751	69	3.243530	0.959246	0.430191	2.916678	0.092376	0.271235	0.161676	0.474713	
145000	-54.461412	17	26.722461	7.213708	2.680462	1.195623	0.426826	0.073174	0.426826	0.073174	
146000	-52.436122	69	5.919304	1.359337	1.189297	2.702128	0.222791	0.250229	0.248206	0.278774	
147000	-52.984045	15	7.136213	0.789324	0.053365	2.794649	0.037441	0.490143	0.033526	0.438890	
148000	-52.195492	57	10.129373	1.896220	0.679883	4.707441	0.175477	0.324303	0.175632	0.324589	
149000	-52.914767	17	22.716912	2.540989	1.539638	0.250471	0.495384	0.004620	0.495376	0.004620	
150000	-51.014850	57	8.654922	1.082460	0.446771	3.322033	0.165964	0.339447	0.162410	0.332179	
151000	-51.027604	32	2.287375	1.129576	0.308892	2.892072	0.063209	0.210109	0.168057	0.558625	
152000	-54.918025	71	6.591168	1.720718	3.837089	3.305742	0.266347	0.220479	0.280762	0.232412	
153000	-53.439890	13	17.538087	3.355708	2.214861	1.684546	0.368398	0.131603	0.368397	0.131603	
154000	-53.415975	96	10.441893	2.324871	1.129080	1.424910	0.418661	0.079768	0.421301	0.080270	
155000	-53.490638	91	2.501662	1.079079	2.318537	3.217484	0.166644	0.136803	0.382526	0.314027	
156000	-53.530573	47	4.856775	1.257587	0.500516	1.819271	0.205347	0.241783	0.253909	0.298961	
157000	-54.929370	45	36.884656	5.007980	2.529238	4.247203	0.249126	0.250874	0.249126	0.250874	
158000	-52.183969	27	2.271645	0.686188	0.195475	3.220550	0.051052	0.257822	0.114232	0.576895	
159000	-53.480585	93	16.917686	4.747570	2.264913	1.108177	0.421613	0.078381	0.421623	0.078383	
160000	-52.201851	39	25.186741	4.197725	1.344742	0.129857	0.498167	0.001833	0.498167	0.001833	
161000	-54.992531	63	11.042906	3.381857	2.975456	1.863420	0.324578	0.175225	0.324833	0.175363	
162000	-54.017126	15	5.429147	1.697740	3.145472	5.222131	0.230286	0.233836	0.265890	0.269988	
163000	-52.210253	17	6.580823	1.606712	2.421684	3.470805	0.252495	0.225360	0.275898	0.246248	
164000	-51.420129	44	8.197901	1.912097	1.273302	1.055315	0.425373	0.072520	0.428972	0.073134	
165000	-54.490976	45	5.563048	1.959851	2.658625	1.056732	0.396240	0.069324	0.454858	0.079579	
166000	-54.236215	9	8.596056	1.577486	1.974899	5.169818	0.234344	0.264694	0.235248	0.265714	
167000	-54.155036	64	18.948534	4.114130	1.539635	2.953357	0.239359	0.260641	0.239359	0.260641	
168000	-51.824348	57	3.671117	1.455678	0.393492	4.348323	0.113617	0.303206	0.158962	0.424216	
169000	-51.674363	19	5.049417	1.005608	0.633971	3.065475	0.134469	0.320207	0.161278	0.384047	
170000	-53.561716	10	1.087617	0.755914	1.402950	4.670065	0.050135	0.068396	0.372834	0.508634	
171000	-56.047102	79	18.759941	5.675798	2.592280	0.681876	0.471727	0.028270	0.471734	0.028270	
172000	-53.706429	69	20.709075	4.093484	1.846203	2.619202	0.299547	0.200453	0.299547	0.200453	
173000	-54.476045	51	47.855451	7.508199	2.546596	1.094664	0.389158	0.110842	0.389158	0.110842	
174000	-55.979279	25	22.858914	3.981025	3.749311	2.274613	0.328493	0.171507	0.328493	0.171507	
175000	-52.530713	54	9.871396	2.130751	0.034788	2.515652	0.022218	0.476828	0.022303	0.478652	
176000	-53.486358	21	8.656835	1.478037	2.902788	1.938184	0.384022	0.113099	0.388471	0.114409	
177000	-54.340734	16	4.376680	1.419072	0.932614	2.069298	0.217528	0.191868	0.313811	0.276793	
178000	-53.104029	51	4.461757	0.971132	1.641441	1.931705	0.299576	0.159621	0.352815	0.187988	
179000	-52.041132	96	3.946916	1.276247	1.248167	1.049754	0.357870	0.039376	0.543007	0.059747	
180000	-58.837895	19	1.380649	1.563059	4.364726	11.080770	0.079576	0.079932	0.419307	0.421185	
181000	-54.060607	98	1.312623	0.891963	2.226682	5.521537	0.068362	0.078563	0.396923	0.456153	
182000	-52.622571	24	2.885320	0.813468	1.597473	1.834770	0.256876	0.097602	0.467784	0.177738	
183000	-51.379237	44	6.096143	1.339478	0.349929	3.901932	0.115676	0.372810	0.121130	0.390384	
184000	-56.086622	49	11.715165	3.467698	2.335840	5.470922	0.237792	0.262026	0.237965	0.262217	
185000	-53.660491	84	11.564859	1.293720	1.916504	4.436400	0.220360	0.283936	0.216605	0.279098	
186000	-54.837215	15	17.177412	2.257803	3.317379	3.736393	0.270473	0.229575	0.270421	0.229531	
187000	-53.700882	87	6.085326	1.405607	2.373131	0.682913	0.438999	0.041002	0.475580	0.044419	
188000	-53.347897	75	5.789909	1.070571	1.192684	5.103367	0.172190	0.298730	0.193456	0.335624	
189000	-56.261101	44	23.420538	6.987358	1.863799	6.178576	0.232412	0.267588	0.232412	0.267588	
190000	-53.892299	6	32.378380	7.997323	2.112881	0.119345	0.498671	0.001329	0.498671	0.001329	
191000	-51.928106	77	8.843338	2.136807	1.735926	0.299867	0.488948	0.007540	0.495866	0.007646	
192000	-53.112379	59	1.939851	0.751242	1.526862	3.748900	0.093642	0.121494	0.341628	0.443236	
193000	-57.397923	52	21.257474	6.369338	4.567651	5.230381	0.251771	0.248229	0.251771	0.248229	
194000	-53.820987	68	2.139397	0.758864	2.328378	2.079762	0.183955	0.078828	0.516071	0.221145	
195000	-55.011818	66	15.431524	3.442915	2.448670	3.267692	0.266691	0.233297	0.266704	0.233308	
196000	-53.185843	93	0.271612	1.117163	2.409363	3.390392	0.006993	0.005931	0.534099	0.452977	
197000	-52.615782	21	13.336279	2.459286	0.367833	3.360913	0.110374	0.389623	0.110375	0.389627	
198000	-51.773361	59	3.040117	1.544713	1.212173	0.056520	0.343032	0.000170	0.656472	0.000326	
199000	-51.022166	17	8.575176	1.578526	0.049898	2.832122	0.024044	0.473278	0.024303	0.478375	
200000	-52.647896	44	2.552905	1.631596	1.798138	2.082341	0.234488	0.123895	0.419807	0.221810	
201000	-55.673320	50	11.387113	1.788834	3.627636	1.967638	0.339775	0.160692	0.339141	0.160392	
202000	-54.000272	88	5.816406	2.119992	2.661555	3.218932	0.263756	0.208044	0.295286	0.232914	
203000	-51.488552	75	1.450223	1.118694	0.112987	3.096302	0.013887	0.152668	0.069489	0.763957	
204000	-53.689986	61	2.884861	1.039061	3.193556	6.038890	0.156937	0.165544	0.329717	0.347801	
205000	-52.725248	93	2.415779	0.572726	1.248663	2.007639	0.197797	0.103206	0.459329	0.239667	
206000	-52.600882	89	9.344175	2.092911	0.194209	2.821277	0.080073	0.417516	0.080849	0.421563	
207000	-54.662206	96	9.743507	0.893236	3.013268	4.223517	0.271465	0.251009	0.248111	0.229415	
208000	-54.874341	72	0.595170	1.059080	2.089461	1.854760	0.039544	0.016719	0.663298	0.280438	
209000	-55.393440	57	19.662614	7.665462	1.888725	0.332930	0.487893	0.012107	0.487893	0.012107	
210000	-51.662068	32	0.384965	0.691835	1.552724	4.109251	0.006531	0.008595	0.425230	0.559645	
211000	-54.539320	54	15.553135	2.032409	2.685954	4.264442	0.249738	0.250342	0.249658	0.250261	
212000	-54.516081	68	2.687629	0.858257	0.071952	4.782733	0.022565	0.302968	0.046752	0.627714	
213000	-52.450971	46	6.818471	2.497573	0.012558	2.821845	0.007378	0.480876	0.007733	0.504014	
214000	-52.461275	85	4.712282	1.382560	1.148796	3.386881	0.196399	0.261150	0.232842	0.309609	
215000	-53.613858	8	7.175391	0.870976	2.182486	2.689860	0.312055	0.203880	0.292778	0.191286	
216000	-52.264809	61	15.132228	4.280186	1.439608	0.611906	0.480201	0.019754	0.480287	0.019758	
217000	-53.075186	93	4.972371	0.659748	2.538491	3.568215	0.256232	0.224254	0.277044	0.242470	
218000	-52.070773	19	5.390090	1.382512	1.564427	3.425203	0.207573	0.250867	0.245208	0.296352	
219000	-54.590598	34	8.700048	2.511322	1.888047	0.812972	0.458479	0.035642	0.469389	0.036490	
220000	-54.748483	64	17.321365	2.725186	2.208990	0.022132	0.499913	0.000093	0.499901	0.000093	
221000	-55.064776	74	41.633668	5.265268	2.271570	4.227951	0.240583	0.259417	0.240583	0.259417	
222000	-52.198509	20	3.279851	0.921236	0.269877	2.974233	0.104715	0.279456	0.167859	0.447971	
223000	-55.966448	76	15.399002	4.948080	1.305895	4.818650	0.217859	0.282132	0.217867	0.282142	
224000	-53.073584	44	5.700717	2.341581	2.222989	1.286537	0.378575	0.104666	0.404833	0.111926	
225000	-52.033663	61	8.410828	1.294293	0.855258	1.810841	0.274310	0.226197	0.273754	0.225739	
226000	-52.491505	36	15.096802	2.075622	1.713831	0.189163	0.496546	0.003602	0.496251	0.003600	
227000	-54.142861	73	15.941570	4.753248	0.525994	3.485441	0.136207	0.363782	0.136213	0.363797	
228000	-51.819051	35	6.969881	1.342132	1.002088	0.381918	0.481377	0.008823	0.500624	0.009176	
229000	-58.463769	79	10.802654	0.683138	3.400784	6.893615	0.262380	0.277912	0.223246	0.236462	
230000	-52.988870	81	9.687754	1.116901	0.611807	2.908958	0.199039	0.305471	0.195481	0.300009	
231000	-56.156256	50	0.031513	0.986845	4.025046	8.228200	0.000082	0.000082	0.497831	0.502004	
232000	-52.159955	84	6.209339	1.040999	1.633472	0.475788	0.469603	0.011373	0.506750	0.012273	
233000	-52.709727	51	3.864285	0.826774	1.283698	0.661234	0.399566	0.039562	0.510342	0.050530	
234000	-52.675394	26	8.555422	1.174631	0.233389	2.742195	0.100782	0.404136	0.098819	0.396263	
235000	-53.632822	84	3.073721	1.728536	0.646478	3.401346	0.092011	0.238091	0.186724	0.483174	
236000	-52.823902	44	10.990535	1.692676	0.685500	0.244009	0.494779	0.005671	0.493888	0.005661	
237000	-53.708524	48	18.461830	3.746402	2.406195	1.507405	0.381117	0.118883	0.381118	0.118883	
238000	-52.781517	77	10.899920	2.508985	1.290840	1.128619	0.442580	0.056749	0.443769	0.056902	
239000	-51.091761	61	4.336843	1.404780	1.046166	3.505196	0.149657	0.267258	0.209306	0.373779	
240000	-56.394239	56	25.187586	5.881067	2.278311	5.725911	0.237480	0.262520	0.237480	0.262520	
241000	-53.995023	35	38.366635	4.753472	2.359684	2.805993	0.304048	0.195952	0.304048	0.195952	
242000	-54.243212	28	17.326039	3.188645	3.047583	2.928142	0.282383	0.217618	0.282382	0.217617	
243000	-52.495798	14	7.480954	1.165694	1.230735	3.053404	0.225994	0.272436	0.227418	0.274153	
244000	-53.577276	39	2.151226	1.149208	2.494999	1.850632	0.200302	0.079442	0.515716	0.204539	
245000	-52.435817	35	6.075467	1.464397	0.671399	4.107563	0.157020	0.320557	0.171765	0.350658	
246000	-53.427263	38	8.273213	1.689778	1.248908	4.744396	0.208181	0.290150	0.209575	0.292093	
247000	-53.528344	27	14.683657	2.950630	1.238197	2.471163	0.242838	0.257157	0.242843	0.257162	
248000	-55.054746	3	24.359315	2.903544	2.662773	1.845738	0.355523	0.144478	0.355522	0.144477	
249000	-60.429082	32	7.055684	3.080139	17.550495	18.854789	0.243876	0.243876	0.256124	0.256124	
250000	-53.629535	44	9.056505	2.006457	2.859693	5.738828	0.245599	0.253525	0.246461	0.254415	
251000	-50.864930	61	3.093089	0.989350	1.045769	2.757472	0.139251	0.200990	0.270020	0.389739	
252000	-52.913501	81	0.947990	0.809252	0.817001	4.165079	0.039088	0.064113	0.339664	0.557135	
253000	-54.495175	32	4.466505	1.410213	5.309003	6.170340	0.216855	0.214565	0.285799	0.282781	
254000	-55.948627	45	4.836983	1.341983	6.026841	6.505405	0.223827	0.222288	0.277898	0.275987	
255000	-52.279569	63	18.508775	2.934586	0.478033	2.849510	0.174445	0.325556	0.174444	0.325555	
