Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
843	0.368921	157	0.707006	1.536033	843	0.368921	0.422000	0.418144	
837	0.371565	163	0.638037	1.536033	837	0.371565	0.415000	0.417882	
837	0.340502	163	0.736196	1.536033	837	0.340502	0.405000	0.416891	
854	0.343091	146	0.636986	1.536033	854	0.343091	0.386000	0.414685	
813	0.325953	187	0.737968	1.536033	813	0.325953	0.403000	0.413906	
835	0.374850	165	0.666667	1.536033	835	0.374850	0.423000	0.414474	
831	0.377858	169	0.686391	1.536033	831	0.377858	0.430000	0.415387	
844	0.341232	156	0.634615	1.536033	844	0.341232	0.387000	0.413810	
803	0.387298	197	0.573604	1.536033	803	0.387298	0.424000	0.414347	
820	0.398780	180	0.738889	1.536033	820	0.398780	0.460000	0.416629	
828	0.367150	172	0.709302	1.536033	828	0.367150	0.426000	0.417075	
850	0.357647	150	0.633333	1.536033	850	0.357647	0.399000	0.416254	
831	0.368231	169	0.491124	1.536033	831	0.368231	0.389000	0.415069	
835	0.386826	165	0.654545	1.536033	835	0.386826	0.431000	0.415733	
829	0.367913	171	0.649123	1.536033	829	0.367913	0.416000	0.415743	
816	0.378676	184	0.527174	1.536033	816	0.378676	0.406000	0.415369	
829	0.372738	171	0.590643	1.536033	829	0.372738	0.410000	0.415170	
854	0.350117	146	0.684932	1.536033	854	0.350117	0.399000	0.414592	
819	0.380952	181	0.662983	1.536033	819	0.380952	0.432000	0.415193	
830	0.349398	170	0.682353	1.536033	830	0.349398	0.406000	0.414886	
832	0.344952	168	0.708333	1.536033	832	0.344952	0.406000	0.414600	
842	0.370546	158	0.639241	1.536033	842	0.370546	0.413000	0.414550	
818	0.367971	182	0.769231	1.536033	818	0.367971	0.441000	0.415351	
820	0.404878	180	0.588889	1.536033	820	0.404878	0.438000	0.416017	
835	0.194012	165	0.606061	2.424457	835	0.194012	0.262000	0.411617	
837	0.241338	163	0.588957	2.261297	837	0.241338	0.298000	0.408461	
845	0.190533	155	0.638710	2.261297	845	0.190533	0.260000	0.404449	
848	0.257075	152	0.690789	1.955049	848	0.257075	0.323000	0.402305	
799	0.229036	201	0.587065	1.955049	799	0.229036	0.301000	0.399708	
812	0.262315	188	0.601064	1.955049	812	0.262315	0.326000	0.397865	
831	0.252708	169	0.650888	1.955049	831	0.252708	0.320000	0.395966	
802	0.274314	198	0.595960	1.955049	802	0.274314	0.338000	0.394586	
822	0.239659	178	0.623596	1.955049	822	0.239659	0.308000	0.392572	
853	0.252052	147	0.646259	1.955049	853	0.252052	0.310000	0.390696	
844	0.287915	156	0.551282	1.955049	844	0.287915	0.329000	0.389325	
838	0.260143	162	0.641975	1.955049	838	0.260143	0.322000	0.387861	
866	0.302540	134	0.597015	1.955049	866	0.302540	0.342000	0.386885	
805	0.267081	195	0.702564	1.955049	805	0.267081	0.352000	0.386159	
835	0.257485	165	0.569697	1.955049	835	0.257485	0.309000	0.384584	
835	0.234731	165	0.690909	1.955049	835	0.234731	0.310000	0.383092	
830	0.266265	170	0.741176	1.955049	830	0.266265	0.347000	0.382385	
835	0.305389	165	0.618182	1.955049	835	0.305389	0.357000	0.381897	
847	0.258560	153	0.542484	1.955049	847	0.258560	0.302000	0.380389	
809	0.300371	191	0.654450	1.955049	809	0.300371	0.368000	0.380160	
852	0.293427	148	0.736486	1.955049	852	0.293427	0.359000	0.379775	
830	0.242169	170	0.652941	1.955049	830	0.242169	0.312000	0.378565	
816	0.258578	184	0.641304	1.955049	816	0.258578	0.329000	0.377695	
842	0.229216	158	0.613924	1.955049	842	0.229216	0.290000	0.376183	
852	0.302817	148	0.763514	1.955049	852	0.302817	0.371000	0.376095	
833	0.267707	167	0.574850	1.955049	833	0.267707	0.319000	0.375144	
820	0.259756	180	0.694444	1.955049	820	0.259756	0.338000	0.374535	
853	0.255569	147	0.666667	1.955049	853	0.255569	0.316000	0.373591	
827	0.286578	173	0.560694	1.955049	827	0.286578	0.334000	0.372962	
828	0.268116	172	0.633721	1.955049	828	0.268116	0.331000	0.372307	
820	0.240244	180	0.700000	1.955049	820	0.240244	0.323000	0.371548	
827	0.243047	173	0.693642	1.955049	827	0.243047	0.321000	0.370782	
833	0.268908	167	0.652695	1.955049	833	0.268908	0.333000	0.370218	
852	0.244131	148	0.567568	1.955049	852	0.244131	0.292000	0.369068	
827	0.223700	173	0.612717	1.955049	827	0.223700	0.291000	0.367937	
809	0.266996	191	0.602094	1.955049	809	0.266996	0.331000	0.367409	
840	0.285714	160	0.537500	1.955049	840	0.285714	0.326000	0.366826	
837	0.295102	163	0.564417	1.955049	837	0.295102	0.339000	0.366439	
828	0.262077	172	0.575581	1.955049	828	0.262077	0.316000	0.365748	
853	0.290739	147	0.605442	1.955049	853	0.290739	0.337000	0.365360	
832	0.268029	168	0.636905	1.955049	832	0.268029	0.330000	0.364888	
821	0.260658	179	0.687151	1.955049	821	0.260658	0.337000	0.364522	
818	0.270171	182	0.631868	1.955049	818	0.270171	0.336000	0.364151	
854	0.295082	146	0.582192	1.955049	854	0.295082	0.337000	0.363803	
818	0.272616	182	0.637363	1.955049	818	0.272616	0.339000	0.363489	
823	0.280680	177	0.593220	1.955049	823	0.280680	0.336000	0.363145	
838	0.225537	162	0.648148	1.955049	838	0.225537	0.294000	0.362292	
842	0.251781	158	0.677215	1.955049	842	0.251781	0.319000	0.361764	
833	0.268908	167	0.676647	1.955049	833	0.268908	0.337000	0.361466	
857	0.236873	143	0.643357	1.955049	857	0.236873	0.295000	0.360674	
833	0.260504	167	0.616766	1.955049	833	0.260504	0.320000	0.360196	
834	0.280576	166	0.524096	1.955049	834	0.280576	0.321000	0.359740	
816	0.284314	184	0.608696	1.955049	816	0.284314	0.344000	0.359559	
835	0.281437	165	0.539394	1.955049	835	0.281437	0.324000	0.359155	
851	0.262045	149	0.570470	1.955049	851	0.262045	0.308000	0.358580	
839	0.271752	161	0.621118	1.955049	839	0.271752	0.328000	0.358240	
831	0.245487	169	0.597633	1.955049	831	0.245487	0.305000	0.357655	
828	0.293478	172	0.715116	1.955049	828	0.293478	0.366000	0.357746	
818	0.283619	182	0.543956	1.955049	818	0.283619	0.331000	0.357459	
833	0.282113	167	0.616766	1.955049	833	0.282113	0.338000	0.357252	
820	0.276829	180	0.605556	1.955049	820	0.276829	0.336000	0.357028	
832	0.264423	168	0.535714	1.955049	832	0.264423	0.310000	0.356538	
843	0.277580	157	0.687898	1.955049	843	0.277580	0.342000	0.356388	
823	0.243013	177	0.621469	1.955049	823	0.243013	0.310000	0.355915	
835	0.251497	165	0.721212	1.955049	835	0.251497	0.329000	0.355643	
844	0.255924	156	0.608974	1.955049	844	0.255924	0.311000	0.355196	
817	0.276622	183	0.650273	1.955049	817	0.276622	0.345000	0.355095	
810	0.320988	190	0.621053	1.955049	810	0.320988	0.378000	0.355320	
825	0.246061	175	0.645714	1.955049	825	0.246061	0.316000	0.354938	
840	0.250000	160	0.662500	1.955049	840	0.250000	0.316000	0.354564	
836	0.281100	164	0.658537	1.955049	836	0.281100	0.343000	0.354454	
853	0.263775	147	0.625850	1.955049	853	0.263775	0.317000	0.354100	
838	0.291169	162	0.524691	1.955049	838	0.291169	0.329000	0.353866	
827	0.255139	173	0.699422	1.955049	827	0.255139	0.332000	0.353663	
850	0.260000	150	0.580000	1.955049	850	0.260000	0.308000	0.353244	
848	0.214623	152	0.671053	1.955049	848	0.214623	0.284000	0.352615	
837	0.298686	163	0.638037	1.955049	837	0.298686	0.354000	0.352627	
825	0.238788	175	0.725714	1.955049	825	0.238788	0.324000	0.352372	
842	0.275534	158	0.670886	1.955049	842	0.275534	0.338000	0.352245	
842	0.302850	158	0.645570	1.955049	842	0.302850	0.357000	0.352286	
833	0.303721	167	0.646707	1.955049	833	0.303721	0.361000	0.352362	
838	0.245823	162	0.709877	1.955049	838	0.245823	0.321000	0.352092	
832	0.287260	168	0.559524	1.955049	832	0.287260	0.333000	0.351929	
848	0.271226	152	0.671053	1.955049	848	0.271226	0.332000	0.351760	
827	0.281741	173	0.606936	1.955049	827	0.281741	0.338000	0.351644	
