Options:
Model:                           Discrete: Independent
Tree File Name:                  ./ccm/data/bt_data/mXpermitted.bttrees
Data File Name:                  ./ccm/data/bt_data/mXpermitted.btdata
Log File Name:                   ./ccm/bt_output/mXpermitted-indep-2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2965421478
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./ccm/bt_output/mXpermitted-indep-2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.000001
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      100
     Taxa:                       56
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
58000	-48.642010	84	9.552539	1.107419	4.117416	6.963593	0.244337	0.247817	0.252127	0.255719	
59000	-49.446844	51	15.611393	1.393020	0.432520	1.658294	0.211063	0.288954	0.211049	0.288934	
60000	-45.808102	46	12.073813	1.525505	0.207123	2.734001	0.092610	0.406654	0.092883	0.407853	
61000	-48.575165	6	7.310601	1.633593	1.615126	4.062907	0.208394	0.265388	0.231458	0.294759	
62000	-48.711437	11	19.271372	1.905641	2.709757	3.170541	0.264127	0.235874	0.264126	0.235873	
63000	-48.697063	50	9.320839	1.085821	3.361715	3.974311	0.260517	0.233760	0.266550	0.239173	
64000	-48.955923	49	22.704576	2.407803	2.632903	3.505567	0.261644	0.238356	0.261644	0.238356	
65000	-47.730929	70	28.454851	2.817541	1.182810	4.236182	0.212212	0.287788	0.212212	0.287788	
66000	-46.523753	71	11.035972	0.993252	0.560471	3.058186	0.154613	0.344826	0.154961	0.345601	
67000	-48.011609	82	3.650044	0.714655	1.929442	4.427408	0.147728	0.186865	0.293788	0.371619	
68000	-47.833701	54	6.832381	1.156608	1.860515	1.897809	0.342640	0.131934	0.379355	0.146071	
69000	-47.522097	75	26.743988	1.310966	0.915306	3.190129	0.182656	0.317345	0.182655	0.317343	
70000	-47.092846	59	17.775461	3.398881	1.707858	0.326283	0.491699	0.008287	0.491727	0.008287	
71000	-51.091166	73	3.331276	0.423052	2.623696	5.898674	0.162170	0.177607	0.315113	0.345110	
72000	-48.286107	12	14.901910	2.634262	0.794925	3.480109	0.173711	0.326225	0.173756	0.326308	
73000	-46.477089	17	21.361326	1.751544	1.218793	3.739007	0.198797	0.301210	0.198792	0.301202	
74000	-48.552645	17	4.461767	0.675776	0.412041	4.968538	0.075336	0.301637	0.124509	0.498519	
75000	-48.202850	95	1.560947	0.236732	0.555392	3.377366	0.056705	0.116031	0.271571	0.555692	
76000	-46.980075	48	9.581002	1.012079	0.739989	4.418063	0.163931	0.332107	0.166550	0.337413	
77000	-48.934661	53	6.304616	0.489093	0.423121	4.148559	0.108674	0.354178	0.126118	0.411030	
78000	-46.924762	69	24.402433	3.359002	0.599832	3.133643	0.148120	0.351880	0.148120	0.351881	
79000	-50.136343	46	0.777359	0.914099	1.152469	1.695423	0.047333	0.020470	0.650758	0.281439	
80000	-47.935340	93	10.772608	1.073959	2.508027	4.894953	0.242269	0.255933	0.244018	0.257780	
81000	-47.391106	6	10.417362	0.599657	0.056890	3.627580	0.021924	0.479253	0.021821	0.477003	
82000	-46.992773	46	31.579039	2.513941	1.815081	0.134599	0.497847	0.002153	0.497847	0.002153	
83000	-49.736410	34	22.748950	3.671305	2.425623	2.284578	0.341693	0.158306	0.341694	0.158307	
84000	-50.239529	28	13.847433	2.677776	2.400261	6.129290	0.239125	0.260750	0.239245	0.260880	
85000	-47.167676	44	5.138154	0.791572	1.719324	4.023010	0.208267	0.240434	0.255888	0.295410	
86000	-53.444849	61	1.108017	0.609472	8.619357	6.875512	0.041696	0.041573	0.459047	0.457685	
87000	-48.510013	24	28.163392	3.656109	2.603989	3.373808	0.269590	0.230410	0.269590	0.230410	
88000	-45.736251	46	7.970036	0.895364	0.395412	2.836392	0.132830	0.353133	0.140503	0.373534	
89000	-51.928059	5	11.891358	2.585383	4.500281	4.867990	0.252628	0.246705	0.253303	0.247364	
90000	-49.072270	22	23.254723	3.350630	2.698128	3.347673	0.270079	0.229920	0.270080	0.229921	
91000	-52.223226	32	1.016004	0.300745	6.920375	8.591315	0.034975	0.034957	0.465154	0.464915	
92000	-48.179129	14	14.229459	1.356205	3.127022	2.956544	0.279760	0.220210	0.279793	0.220236	
93000	-48.553606	32	7.355992	0.416428	1.880444	5.458875	0.208852	0.264832	0.232058	0.294258	
94000	-48.118230	25	24.529266	3.358782	1.477135	2.402110	0.292574	0.207426	0.292574	0.207426	
95000	-47.947568	14	9.067406	0.410263	2.113410	1.002109	0.414567	0.086129	0.413415	0.085889	
96000	-48.237955	98	26.753183	2.154828	1.628709	2.954668	0.269147	0.230853	0.269147	0.230853	
97000	-48.206328	68	36.348451	4.670410	2.202321	0.663563	0.466867	0.033133	0.466867	0.033133	
98000	-48.857509	68	41.125476	1.732355	0.968112	2.994231	0.226009	0.273991	0.226009	0.273991	
99000	-46.652405	57	10.575887	1.451953	1.834008	3.947134	0.239328	0.258835	0.241093	0.260744	
100000	-48.438857	84	12.939603	2.519497	0.439460	2.266382	0.153625	0.345598	0.154103	0.346674	
101000	-48.406629	13	16.801865	1.306778	0.751198	4.937572	0.173647	0.326390	0.173621	0.326342	
102000	-48.989025	45	11.270599	1.780731	3.016275	3.866663	0.263758	0.234383	0.265727	0.236132	
103000	-46.643488	17	7.704101	1.457014	0.617543	2.718741	0.166849	0.309212	0.183629	0.340310	
104000	-47.508053	17	7.908559	1.320962	2.443026	3.413459	0.255322	0.222392	0.279144	0.243142	
105000	-48.277067	5	34.874005	5.755849	0.090582	3.451554	0.040686	0.459314	0.040686	0.459314	
106000	-46.543990	75	19.604323	3.024970	0.130547	2.531079	0.056802	0.443192	0.056803	0.443203	
107000	-49.586944	3	21.199784	4.079593	2.713088	2.123687	0.334546	0.165453	0.334547	0.165453	
108000	-45.168336	61	6.412483	1.019650	1.586152	0.021624	0.452896	0.000032	0.547033	0.000039	
109000	-48.274995	4	12.280910	1.222352	1.110717	1.154948	0.436232	0.063247	0.437142	0.063379	
110000	-47.326146	75	43.978361	3.517834	1.642554	1.364795	0.416356	0.083644	0.416356	0.083644	
111000	-47.149203	15	6.690824	0.670988	0.551068	2.822097	0.164814	0.297891	0.191383	0.345913	
112000	-46.939511	77	12.672910	2.073859	0.559537	2.267280	0.203772	0.295496	0.204370	0.296363	
113000	-48.396399	87	7.474819	1.146398	0.878871	2.159147	0.234074	0.248228	0.251253	0.266445	
114000	-47.908880	17	35.001046	6.753462	1.420058	2.813388	0.248798	0.251202	0.248798	0.251202	
115000	-48.932188	66	9.179352	0.735305	1.337064	2.343069	0.268778	0.226730	0.273651	0.230840	
116000	-48.752235	70	44.223451	2.967435	2.664408	1.147545	0.411228	0.088772	0.411228	0.088772	
117000	-47.257636	75	39.388355	2.697935	0.313653	2.141291	0.134648	0.365352	0.134648	0.365352	
118000	-47.989501	92	6.578962	0.572468	0.040673	3.847670	0.025766	0.447908	0.028630	0.497697	
119000	-47.421141	84	6.723854	0.543228	2.646189	3.982554	0.230862	0.224285	0.276363	0.268490	
120000	-47.472424	8	14.932477	1.427157	1.408075	0.426627	0.488249	0.011763	0.488227	0.011762	
121000	-48.122558	51	6.595340	0.456968	2.105022	1.816851	0.324144	0.158237	0.347823	0.169796	
122000	-47.601909	93	29.393273	2.863769	0.865423	2.188683	0.258670	0.241330	0.258670	0.241330	
123000	-48.386815	35	15.731283	1.316399	2.650145	5.837709	0.241322	0.258714	0.241287	0.258676	
124000	-48.479192	2	27.632910	2.053477	0.446266	2.052613	0.211116	0.288884	0.211116	0.288884	
125000	-49.170775	74	3.225497	0.482483	0.651158	2.068983	0.150452	0.178728	0.306599	0.364221	
126000	-51.728044	48	42.467762	1.949748	3.373624	7.598101	0.247363	0.252637	0.247363	0.252637	
127000	-47.466276	17	10.357486	1.771398	2.277556	3.201537	0.269310	0.225712	0.274727	0.230251	
128000	-48.644507	25	8.995651	1.923188	2.172910	1.922464	0.363231	0.128566	0.375349	0.132855	
129000	-51.627798	66	8.039341	2.453349	0.480263	4.271043	0.127361	0.363654	0.132022	0.376962	
130000	-48.747252	30	7.249761	1.120958	2.414140	3.503698	0.250268	0.237444	0.262879	0.249409	
131000	-47.230039	61	1.468236	0.517166	0.756187	1.992374	0.056360	0.067166	0.399902	0.476573	
132000	-47.132411	32	26.462500	3.474374	0.762114	4.261766	0.158754	0.341246	0.158754	0.341246	
133000	-49.143477	60	34.750177	2.836187	2.212573	0.285912	0.482809	0.017191	0.482809	0.017191	
134000	-47.769217	3	16.876871	1.506509	2.077277	3.161317	0.265953	0.234064	0.265935	0.234048	
135000	-52.742333	89	3.537161	1.617316	1.921943	4.964812	0.150514	0.194310	0.285981	0.369196	
136000	-48.757204	48	13.445062	0.300406	0.015512	3.366423	0.008016	0.501157	0.007727	0.483101	
137000	-47.568647	56	7.304330	0.914223	1.874090	0.582064	0.451867	0.029923	0.486026	0.032185	
138000	-47.218690	24	22.308340	2.078996	1.600836	0.675872	0.464987	0.035013	0.464987	0.035013	
139000	-47.787975	50	42.429578	6.327193	0.729843	3.570090	0.172041	0.327959	0.172041	0.327959	
140000	-47.387102	57	3.259731	0.606600	1.645773	2.179642	0.221606	0.118604	0.429773	0.230017	
141000	-46.344002	57	24.112728	2.536738	0.900597	2.684414	0.245604	0.254396	0.245604	0.254396	
142000	-48.812168	57	31.818331	4.096139	0.965151	1.247816	0.418760	0.081240	0.418760	0.081240	
143000	-48.806857	6	3.516034	0.620267	0.969666	1.957720	0.202731	0.113677	0.437996	0.245596	
144000	-49.517086	81	2.443326	0.872790	3.053309	3.166277	0.161952	0.127984	0.396627	0.313438	
145000	-49.987689	41	25.581499	5.297722	2.487937	0.572610	0.471695	0.028305	0.471695	0.028305	
146000	-48.539651	96	3.588220	0.415446	2.322735	3.849264	0.167442	0.161269	0.341948	0.329341	
147000	-49.120289	51	15.210832	2.481566	0.955565	0.985709	0.426139	0.073843	0.426169	0.073849	
148000	-47.130010	75	2.803491	0.481349	0.188258	3.814466	0.031923	0.247356	0.082383	0.638338	
149000	-46.531880	35	12.379270	1.585327	1.147490	0.755389	0.469405	0.029780	0.470938	0.029877	
150000	-49.075554	35	33.826377	3.045460	3.887473	3.930074	0.265735	0.234265	0.265735	0.234265	
151000	-46.364205	96	4.054412	0.615525	2.086146	0.269489	0.356317	0.004882	0.630168	0.008634	
152000	-50.093118	73	3.267278	0.286435	1.416867	0.416430	0.321637	0.009934	0.648402	0.020026	
153000	-50.722296	10	19.402802	3.974318	2.707274	1.233683	0.404698	0.095300	0.404701	0.095301	
154000	-49.098525	11	19.931878	3.164897	0.268948	4.122722	0.113821	0.386179	0.113821	0.386179	
155000	-48.028422	64	19.856043	1.839906	0.764499	2.142093	0.220755	0.279247	0.220754	0.279245	
156000	-48.708821	6	16.652303	1.358363	2.662669	0.295935	0.491565	0.008504	0.491429	0.008502	
157000	-48.643894	2	25.038539	1.765213	1.582463	2.637587	0.270592	0.229409	0.270591	0.229408	
158000	-49.223709	2	2.403008	1.147034	1.724625	0.299517	0.255587	0.003544	0.730735	0.010133	
159000	-48.871249	10	1.593781	0.229972	0.546316	2.647123	0.056259	0.105442	0.291662	0.546637	
160000	-49.280097	67	7.765633	0.575513	3.482940	3.142613	0.277119	0.199616	0.304166	0.219099	
161000	-47.522913	17	10.810036	2.321088	1.073594	3.777868	0.186157	0.310568	0.188612	0.314663	
162000	-48.093571	25	14.746949	2.272726	2.361332	2.637769	0.311091	0.188761	0.311275	0.188872	
163000	-48.256321	3	4.363288	1.123778	1.860943	0.734142	0.378925	0.033855	0.539057	0.048163	
164000	-47.832671	93	15.234084	2.584057	1.581067	4.075855	0.223542	0.276376	0.223615	0.276467	
165000	-46.532595	47	15.502760	1.711894	0.322009	3.252113	0.111041	0.388909	0.111063	0.388987	
166000	-46.370880	44	33.764197	3.647616	0.040252	2.360414	0.030290	0.469710	0.030290	0.469710	
167000	-51.304492	38	31.651917	1.868153	0.451668	5.580122	0.142389	0.357611	0.142389	0.357611	
168000	-48.493490	3	6.887977	1.129830	2.727573	1.608721	0.355016	0.120681	0.391291	0.133012	
169000	-46.653073	35	15.003403	2.096086	1.259523	0.857158	0.462529	0.037356	0.462742	0.037373	
170000	-49.451670	91	33.601868	5.664803	0.800949	2.201094	0.265487	0.234513	0.265487	0.234513	
171000	-51.485941	24	5.661995	1.926042	2.711847	2.235910	0.303198	0.160171	0.351136	0.185495	
172000	-48.988782	16	1.645180	0.615765	0.150826	2.558769	0.018927	0.114420	0.123013	0.743641	
173000	-48.229980	51	11.423066	1.572766	2.347337	3.539373	0.255460	0.244124	0.255885	0.244530	
174000	-47.848785	13	15.509643	2.860814	1.866152	1.036093	0.429661	0.070300	0.429729	0.070311	
175000	-48.390176	36	5.298001	0.665875	0.726722	2.352050	0.198962	0.230763	0.264037	0.306239	
176000	-49.822102	88	8.539925	2.214691	1.139171	0.797158	0.459364	0.031925	0.475653	0.033058	
177000	-48.452985	13	33.979832	2.626278	1.076865	1.725897	0.338864	0.161136	0.338864	0.161136	
178000	-47.600274	57	2.285435	0.428662	1.122424	2.083373	0.154546	0.094410	0.466231	0.284814	
179000	-50.105089	89	6.804569	1.085279	3.826676	4.558244	0.237251	0.221702	0.279689	0.261358	
180000	-51.545319	42	8.533397	2.067506	0.933806	1.105739	0.415060	0.077953	0.426824	0.080163	
181000	-48.060921	38	15.251440	2.025794	2.663533	2.675018	0.293683	0.206288	0.293717	0.206312	
182000	-48.904961	87	17.482726	4.031059	0.173653	2.758156	0.076899	0.423093	0.076901	0.423107	
183000	-48.140276	45	20.248385	3.016780	0.966106	3.136877	0.213830	0.286167	0.213832	0.286170	
184000	-47.373688	75	10.586124	1.362915	0.060856	4.303996	0.020294	0.476119	0.020587	0.483000	
185000	-49.237602	8	8.487002	1.873234	1.838474	3.071845	0.255106	0.233686	0.266805	0.244402	
186000	-47.473410	40	12.210647	0.730053	1.059411	3.942787	0.187514	0.313636	0.186654	0.312196	
187000	-46.274002	13	15.676027	1.249221	1.424138	0.175917	0.496702	0.003355	0.496590	0.003354	
188000	-49.031377	98	16.308587	0.678439	2.371175	3.356858	0.274464	0.226305	0.273621	0.225610	
189000	-47.403456	28	16.529670	1.681962	0.437989	2.184397	0.191934	0.308062	0.191937	0.308067	
190000	-48.508579	68	30.185006	2.510652	2.396715	0.778144	0.456191	0.043809	0.456191	0.043809	
191000	-47.462443	94	8.213936	1.452156	0.976693	2.830456	0.202141	0.282686	0.214793	0.300379	
192000	-49.420507	49	14.154835	1.594372	3.317880	4.247308	0.254630	0.245305	0.254696	0.245369	
193000	-48.248458	94	3.369612	0.762469	1.846648	3.812166	0.153464	0.176998	0.310928	0.358610	
194000	-52.363611	63	10.875090	1.167413	15.608317	15.782232	0.249593	0.249593	0.250407	0.250407	
195000	-47.373068	86	7.411405	0.660324	1.161908	2.848679	0.231071	0.253741	0.245549	0.269639	
196000	-48.993922	36	6.342773	1.095362	0.323420	2.171966	0.160552	0.300662	0.187555	0.351231	
197000	-48.067324	61	67.658933	9.739120	2.591994	4.390899	0.243566	0.256434	0.243566	0.256434	
198000	-47.628104	59	17.814412	2.302757	1.458503	2.040646	0.343773	0.156218	0.343786	0.156224	
199000	-49.768067	73	7.366070	1.190854	2.755805	4.404760	0.236921	0.244216	0.255498	0.263365	
200000	-47.851543	14	17.578797	1.844360	2.297159	2.668398	0.290043	0.209956	0.290044	0.209956	
201000	-48.756338	16	20.256869	2.087648	0.176727	2.169979	0.099878	0.400126	0.099876	0.400120	
202000	-52.622724	57	6.709715	0.339064	0.089086	1.012301	0.304188	0.172051	0.334541	0.189219	
203000	-47.563590	93	17.052961	1.567074	0.782776	2.075358	0.260711	0.239308	0.260691	0.239290	
204000	-51.765027	83	2.555206	0.224072	3.755007	5.488244	0.136719	0.136428	0.363814	0.363039	
205000	-48.655896	78	9.391968	1.697780	1.377913	3.685808	0.205810	0.288785	0.210308	0.295097	
206000	-50.024478	62	39.112896	6.190852	3.492929	4.226969	0.261487	0.238513	0.261487	0.238513	
207000	-48.924536	81	6.296417	1.002115	2.650333	0.467436	0.441458	0.027369	0.500164	0.031009	
208000	-49.185500	43	16.651863	2.164974	3.519112	3.138454	0.282645	0.217334	0.282668	0.217352	
209000	-47.043707	44	21.779508	3.415145	1.898340	2.099004	0.326581	0.173419	0.326581	0.173419	
210000	-48.464635	1	14.526201	2.075958	1.215708	0.341819	0.488816	0.011080	0.489019	0.011085	
211000	-49.832367	66	1.801410	0.405827	1.757878	2.038793	0.136901	0.066583	0.535886	0.260631	
212000	-46.347168	44	13.276825	1.834451	0.479653	2.252527	0.186446	0.313431	0.186538	0.313585	
213000	-50.260833	81	30.289331	7.318709	1.399133	0.793154	0.455787	0.044213	0.455787	0.044213	
214000	-49.467097	45	33.397049	6.674942	1.505175	4.191346	0.217828	0.282172	0.217828	0.282172	
215000	-48.088358	58	8.650878	0.929198	0.393629	2.028932	0.188493	0.303048	0.194981	0.313478	
216000	-49.803866	65	21.984428	3.687686	2.581834	3.315982	0.277674	0.222326	0.277674	0.222326	
217000	-46.203003	96	3.538179	0.666608	1.382332	0.375117	0.325378	0.006371	0.655419	0.012833	
218000	-46.653778	32	3.806358	0.760871	0.280048	3.133435	0.071638	0.280558	0.131765	0.516039	
219000	-46.387195	61	11.656962	1.502385	2.118512	1.981905	0.364414	0.133814	0.367007	0.134765	
220000	-48.184596	57	13.845645	1.080555	3.437868	3.369600	0.273473	0.226685	0.273300	0.226542	
221000	-47.151298	9	12.267289	1.136143	0.452086	3.279074	0.142060	0.357792	0.142144	0.358004	
222000	-48.062153	56	30.043362	3.204670	1.640693	2.916818	0.259071	0.240929	0.259071	0.240929	
223000	-48.118832	3	13.715528	1.751605	1.771428	4.554027	0.224216	0.275614	0.224369	0.275802	
224000	-46.658830	77	15.589798	1.670980	1.371034	2.830667	0.252872	0.247080	0.252921	0.247127	
225000	-46.731820	17	7.099093	0.585536	1.919309	0.636180	0.438336	0.023793	0.510179	0.027692	
226000	-47.870111	68	9.850679	1.133910	2.125955	3.636638	0.248875	0.246546	0.253476	0.251103	
227000	-48.249691	87	33.848224	4.399138	1.343564	3.709176	0.209532	0.290468	0.209532	0.290468	
228000	-50.181549	40	9.474465	0.880550	4.921037	7.889333	0.246553	0.247488	0.252501	0.253458	
229000	-49.280933	18	6.104392	1.179225	0.206676	1.659870	0.165641	0.316689	0.177777	0.339893	
230000	-46.714486	44	5.535471	0.995998	0.462239	3.689553	0.129137	0.331656	0.151112	0.388095	
231000	-48.582275	97	19.156155	1.851065	1.818487	0.774030	0.457196	0.042806	0.457192	0.042806	
232000	-47.743050	32	7.499659	0.623698	3.210490	3.706075	0.257990	0.215366	0.287034	0.239611	
233000	-48.820951	20	19.797506	3.217691	1.834604	2.588999	0.304919	0.195077	0.304923	0.195080	
234000	-46.881067	61	23.079509	2.205706	2.484460	1.011171	0.444504	0.055497	0.444502	0.055497	
235000	-47.522084	40	6.534470	0.481559	0.257359	3.858462	0.078406	0.381948	0.091911	0.447736	
236000	-46.437482	61	10.099941	2.235273	0.069430	3.451781	0.023389	0.472083	0.023816	0.480712	
237000	-47.346678	32	20.587451	3.957986	0.305379	3.008391	0.111155	0.388843	0.111156	0.388847	
238000	-49.383796	47	40.765351	7.883147	2.331815	3.689923	0.257643	0.242357	0.257643	0.242357	
239000	-48.829453	19	16.581252	1.459080	4.065536	6.702951	0.248645	0.251390	0.248610	0.251355	
240000	-48.724404	2	15.035183	2.936132	1.537838	3.963883	0.218640	0.281247	0.218739	0.281375	
241000	-46.626513	61	13.278146	1.625807	1.220180	1.757272	0.352840	0.146664	0.353540	0.146955	
242000	-51.433883	67	5.105618	0.120113	0.898787	2.334860	0.205781	0.211813	0.286997	0.295409	
243000	-47.516908	72	20.237415	2.525713	0.394032	3.158741	0.123552	0.376447	0.123553	0.376448	
244000	-48.189367	31	20.797635	2.520701	0.883723	3.862928	0.194517	0.305483	0.194517	0.305483	
245000	-47.920135	22	6.846394	0.482167	0.856253	3.376193	0.164361	0.303075	0.187261	0.345302	
246000	-47.170280	13	9.519800	0.714337	0.959430	0.458827	0.481568	0.015749	0.486764	0.015919	
247000	-49.036659	2	32.906099	2.149301	2.178687	1.820461	0.373096	0.126904	0.373096	0.126904	
248000	-47.542915	19	10.132592	1.001888	3.324119	4.414163	0.254786	0.240751	0.259376	0.245088	
249000	-47.131214	57	26.462574	1.709218	1.398035	3.029105	0.252202	0.247798	0.252202	0.247798	
250000	-49.086557	38	1.257025	0.739813	2.143497	2.398951	0.089860	0.056020	0.526128	0.327992	
251000	-47.068842	44	26.704661	3.123759	2.350617	2.723943	0.288093	0.211907	0.288093	0.211907	
252000	-49.299124	100	9.750788	0.839497	2.002230	1.347408	0.406915	0.090343	0.411403	0.091339	
253000	-48.377463	97	15.289760	1.629913	1.887546	2.267580	0.322632	0.177343	0.322664	0.177360	
254000	-50.135524	99	26.837550	2.883303	3.493006	4.130193	0.258379	0.241621	0.258379	0.241621	
255000	-47.086809	88	11.812970	1.287445	0.116765	2.133182	0.084246	0.414759	0.084582	0.416413	
