"","ID","Glottocode","Parameter_ID","Form","speaker","mf","consonant","vowel","reduplication"
"290","v_mokpwemokp1239-mM-1","mokp1239","mM","nyángo","m","M",NA,NA,NA
"291","v_mokpwemokp1239-mM-2","mokp1239","mM","iya","m","M",NA,NA,NA
"292","v_mokpwemokp1239-mM-3","mokp1239","mM","iyáké","m","M",NA,NA,NA
"293","v_mokpwemokp1239-mM-4","mokp1239","mM","iyé","m","M",NA,NA,NA
"294","v_mokpwemokp1239-mM-5","mokp1239","mM","jéjé","m","M",NA,NA,NA
"295","v_mokpwemokp1239-mF-3","mokp1239","mF","rángó","m","F",NA,NA,NA
"296","v_mongomong1338-mF-1","mong1338","mF","ise","m","F",NA,NA,NA
"297","v_mongomong1338-mF-2","mong1338","mF","fafa","m","F",NA,NA,NA
"298","v_mongomong1338-mF-3","mong1338","mF","tata","m","F",NA,NA,NA
"299","v_mongomong1338-mM-1","mong1338","mM","ngoya","m","M",NA,NA,NA
"300","v_mongomong1338-mM-2","mong1338","mM","nyango","m","M",NA,NA,NA
"301","p_morgan1871amazuluamazulukafirzulu1248-mF-1","zulu1248","mF","u-bä'-bä","m","F",NA,NA,NA
"302","p_morgan1871amazuluamazulukafirzulu1248-mM-1","zulu1248","mM","u-mä´-me","m","M",NA,NA,NA
"303","v_mungakamung1266-mF-1","mung1266","mF","bàba","m","F",NA,NA,NA
"304","v_mungakamung1266-mF-2","mung1266","mF","ta","m","F",NA,NA,NA
"305","v_mungakamung1266-mM-1","mung1266","mM","nǎ","m","M",NA,NA,NA
"306","v_myenemyen1241-mF-1","myen1241","mF","rèrè","m","F",NA,NA,NA
"307","v_myenemyen1241-mM-1","myen1241","mM","ngwè","m","M",NA,NA,NA
"308","v_myenemyen1241-mF-2","myen1241","mF","tata","m","F",NA,NA,NA
"309","v_myenemyen1241-mM-2","myen1241","mM","iya","m","M",NA,NA,NA
"310","v_myenemyen1241-mF-3","myen1241","mF","rèra","m","F",NA,NA,NA
"311","v_ndumundum1239-mF-1","ndum1239","mF","tata","m","F",NA,NA,NA
"312","v_ndumundum1239-mM-1","ndum1239","mM","ngughu","m","M",NA,NA,NA
"313","v_ngoningon1269-mF-1","ngon1269","mF","atata","m","F",NA,NA,NA
"314","v_ngoningon1269-mM-1","ngon1269","mM","amama","m","M",NA,NA,NA
"315","v_ngulungul1246-mF-1","ngul1246","mF","tate","m","F",NA,NA,NA
"316","v_ngulungul1246-mM-1","ngul1246","mM","mame","m","M",NA,NA,NA
"317","v_njebinjeb1242-mF-1","njeb1242","mF","tèyi","m","F",NA,NA,NA
"318","v_njebinjeb1242-mF-2","njeb1242","mF","tat'","m","F",NA,NA,NA
"319","v_njebinjeb1242-mM-1","njeb1242","mM","ngu","m","M",NA,NA,NA
"320","v_nsongsong1299-mF-1","song1299","mF","târ","m","F",NA,NA,NA
"321","v_nsongsong1299-mM-1","song1299","mM","ngwe:n","m","M",NA,NA,NA
"322","v_nsongsong1299-mM-2","song1299","mM","mâm","m","M",NA,NA,NA
"323","v_nyakyusanyak1260-mM-1","nyak1260","mM","juuba","m","M",NA,NA,NA
"324","v_nyakyusanyak1260-mF-1","nyak1260","mF","tata","m","F",NA,NA,NA
"325","v_nyoronyor1246-mF-1","nyor1246","mF","ise","m","F",NA,NA,NA
"326","v_nyoronyor1246-mM-1","nyor1246","mM","mama","m","M",NA,NA,NA
"327","v_nyoronyor1246-mF-2","nyor1246","mF","ise","m","F",NA,NA,NA
"328","v_nyoronyor1246-mM-2","nyor1246","mM","mama","m","M",NA,NA,NA
"329","v_orokoorok1266-mF-1","orok1266","mF","sesℇ","m","F",NA,NA,NA
"330","v_orokoorok1266-mF-2","orok1266","mF","tátá","m","F",NA,NA,NA
"331","v_orokoorok1266-mM-1","orok1266","mM","iyá","m","M",NA,NA,NA
"332","v_orokoorok1266-mM-2","orok1266","mM","ŋámgbℇ","m","M",NA,NA,NA
"333","v_orokoorok1266-mM-3","orok1266","mM","ŋáŋgℇ","m","M",NA,NA,NA
"334","v_phendephen1239-mF-1","phen1239","mF","tata","m","F",NA,NA,NA
"335","v_phendephen1239-mM-1","phen1239","mM","gina","m","M",NA,NA,NA
"336","v_pinjipinj1243-mF-1","pinj1243","mF","tétà","m","F",NA,NA,NA
"337","v_pinjipinj1243-mM-1","pinj1243","mM","iyà","m","M",NA,NA,NA
"338","v_pokomopoko1261-mF-1","poko1261","mF","baba","m","F",NA,NA,NA
"339","v_pokomopoko1261-mM-1","poko1261","mM","måma","m","M",NA,NA,NA
"340","v_punupunu1239-mF-1","punu1239","mF","tadji","m","F",NA,NA,NA
"341","v_punupunu1239-mM-1","punu1239","mM","ngudji","m","M",NA,NA,NA
"342","v_rundirund1242-mF-1","rund1242","mF","dåtá","m","F",NA,NA,NA
"343","v_rundirund1242-mM-1","rund1242","mM","måmá","m","M",NA,NA,NA
"344","v_sakatasaka1287-mF-1","saka1287","mF","tå","m","F",NA,NA,NA
"345","v_sakesake1247-mF-1","sake1247","mF","shangwè","m","F",NA,NA,NA
"346","v_sakesake1247-mM-1","sake1247","mM","nyangwè","m","M",NA,NA,NA
"347","v_sansalvadorkongosans1272-mF-1","sans1272","mF","tata","m","F",NA,NA,NA
"348","v_sansalvadorkongosans1272-mM-1","sans1272","mM","ngwa","m","M",NA,NA,NA
"349","v_sangosang1331-mF-1","sang1331","mF","tata","m","F",NA,NA,NA
"350","v_sangosang1331-mM-1","sang1331","mM","ina","m","M",NA,NA,NA
"351","v_sangutanzaniasang1330-mF-1","sang1330","mF","dada","m","F",NA,NA,NA
"352","v_sangutanzaniasang1330-mM-1","sang1330","mM","yuva","m","M",NA,NA,NA
"353","v_sangusang1333-mF-1","sang1333","mF","tayi","m","F",NA,NA,NA
"354","v_sangusang1333-mM-1","sang1333","mM","nguyi","m","M",NA,NA,NA
"355","v_sekiseki1238-mF-1","seki1238","mF","tata","m","F",NA,NA,NA
"356","v_sekiseki1238-mM-1","seki1238","mM","yayè","m","M",NA,NA,NA
"357","v_shishii1238-mF-1","shii1238","mF","låarhaa","m","F",NA,NA,NA
"358","v_shishii1238-mM-1","shii1238","mM","mubuguma","m","M",NA,NA,NA
"359","v_sirasira1266-mF-1","sira1266","mF","tayi","m","F",NA,NA,NA
"360","v_sirasira1266-mM-1","sira1266","mM","nguyi","m","M",NA,NA,NA
"361","v_sogasoga1242-mF-1","soga1242","mF","lata","m","F",NA,NA,NA
"362","v_sogasoga1242-mM-1","soga1242","mM","mukaire","m","M",NA,NA,NA
"363","v_songoorasong1300-mF-1","song1300","mF","asa","m","F",NA,NA,NA
"364","v_songoorasong1300-mM-1","song1300","mM","ngu","m","M",NA,NA,NA
"365","v_sukusuku1259-mF-1","suku1259","mF","taata","m","F",NA,NA,NA
"366","v_sukusuku1259-mM-1","suku1259","mM","ngudi","m","M",NA,NA,NA
"367","v_sukusuku1259-mM-2","suku1259","mM","mâma","m","M",NA,NA,NA
"368","v_sukumasuku1261-mF-1","suku1261","mF","þaaþå","m","F",NA,NA,NA
"369","v_sukumasuku1261-mM-1","suku1261","mM","maayu","m","M",NA,NA,NA
"370","v_sumbwasumb1240-mF-1","sumb1240","mF","þååþå","m","F",NA,NA,NA
"371","v_sumbwasumb1240-mM-1","sumb1240","mM","mååyù","m","M",NA,NA,NA
"372","v_suundisuun1239-mF-1","suun1239","mF","tata","m","F",NA,NA,NA
"373","v_suundisuun1239-mM-1","suun1239","mM","mama","m","M",NA,NA,NA
"374","v_taabwashil1264-mF-1","shil1264","mF","tata","m","F",NA,NA,NA
"375","v_taabwashil1264-mM-1","shil1264","mM","nh-ina","m","M",NA,NA,NA
"376","v_temitemi1247-mF-1","temi1247","mF","aja","m","F",NA,NA,NA
"377","v_temitemi1247-mF-2","temi1247","mF","baba","m","F",NA,NA,NA
"378","v_temitemi1247-mM-1","temi1247","mM","ma","m","M",NA,NA,NA
"379","v_tetelatete1250-mF-1","tete1250","mF","papa","m","F",NA,NA,NA
"380","v_tetelatete1250-mM-1","tete1250","mM","mama","m","M",NA,NA,NA
"381","v_tivtivv1240-mF-1","tivv1240","mF","ter","m","F",NA,NA,NA
"382","v_tivtivv1240-mM-1","tivv1240","mM","ngo","m","M",NA,NA,NA
"383","v_tonganyasatong1321-mF-1","tong1321","mF","taata","m","F",NA,NA,NA
"384","v_tonganyasatong1321-mM-1","tong1321","mM","bamaama","m","M",NA,NA,NA
"385","v_toorotoor1238-mF-1","toor1238","mF","ise","m","F",NA,NA,NA
"386","v_toorotoor1238-mM-1","toor1238","mM","nyina","m","M",NA,NA,NA
"387","v_tsaangitsaa1242-mM-1","tsaa1242","mM","ngu","m","M",NA,NA,NA
"388","v_tsogotsog1243-mF-1","tsog1243","mF","tétà","m","F",NA,NA,NA
"389","v_tsogotsog1243-mM-1","tsog1243","mM","iyà","m","M",NA,NA,NA
"390","v_tsongatson1249-mF-1","tson1249","mF","tatana","m","F",NA,NA,NA
"391","v_tsongatson1249-mM-1","tson1249","mM","manana","m","M",NA,NA,NA
"392","v_tswanatswa1253-mF-1","tswa1253","mF","rre","m","F",NA,NA,NA
"393","v_tswanatswa1253-mM-1","tswa1253","mM","mme","m","M",NA,NA,NA
"394","v_umbunduumbu1257-mF-1","umbu1257","mF","mai","m","F",NA,NA,NA
"395","v_umbunduumbu1257-mM-1","umbu1257","mM","tate","m","M",NA,NA,NA
"396","v_vendavend1245-mF-1","vend1245","mF","khotsi","m","F",NA,NA,NA
"397","v_vendavend1245-mM-1","vend1245","mM","mme","m","M",NA,NA,NA
"398","v_vilivili1238-mM-1","vili1238","mM","ngul","m","M",NA,NA,NA
"399","v_yakacaryaka1272-mF-1","yaka1272","mF","táé","m","F",NA,NA,NA
"400","v_yakacaryaka1272-mM-1","yaka1272","mM","ngúé","m","M",NA,NA,NA
"401","v_yakapelendelonzoyaka1269-mF-1","yaka1269","mF","tata","m","F",NA,NA,NA
"402","v_yansiyans1239-mF-1","yans1239","mF","tåã","m","F",NA,NA,NA
"403","v_yansiyans1239-mM-1","yans1239","mM","måã","m","M",NA,NA,NA
"404","v_yombeyomb1244-mF-1","yomb1244","mF","tata","m","F",NA,NA,NA
"405","v_yombeyomb1244-mM-1","yomb1244","mM","mama","m","M",NA,NA,NA
"406","v_zigulazigu1242-mF-1","zigu1242","mF","tate","m","F",NA,NA,NA
"407","v_zigulazigu1242-mM-1","zigu1242","mM","mame","m","M",NA,NA,NA
"408","v_zinzazinz1238-mF-1","zinz1238","mF","tata","m","F",NA,NA,NA
"409","v_zinzazinz1238-mM-1","zinz1238","mM","maaha","m","M",NA,NA,NA
"410","v_zuluzulu1248-mF-1","zulu1248","mF","baba","m","F",NA,NA,NA
"411","v_zuluzulu1248-mM-1","zulu1248","mM","mame","m","M",NA,NA,NA
"412","v_birhorbirh1242-mF-1","birh1242","mF","apu","m","F",NA,NA,NA
"413","v_birhorbirh1242-mF-2","birh1242","mF","aba","m","F",NA,NA,NA
"414","v_birhorbirh1242-mM-1","birh1242","mM","enga","m","M",NA,NA,NA
"415","v_birhorbirh1242-mM-2","birh1242","mM","mae","m","M",NA,NA,NA
"416","v_bitbitt1240-mF-1","bitt1240","mF","ʔoiŋ","m","F",NA,NA,NA
"417","p_jahaijehaijeha1242-mF-1","jeha1242","mF","ʔɛj","m","F",NA,NA,NA
"418","p_jahaijehaijeha1242-mM-1","jeha1242","mM","bɨʔ","m","M",NA,NA,NA
"419","p_jahaijehaijeha1242-mM-2","jeha1242","mM","maʔ","m","M",NA,NA,NA
"420","p_pacohpaco1243-mF-1","paco1243","mF","ʔa.ʔam","m","F",NA,NA,NA
"421","p_pacohpaco1243-mM-1","paco1243","mM","ʔa.ʔiː","m","M",NA,NA,NA
"422","v_praiphai1238-mF-1","phai1238","mF","ʔaw","m","F",NA,NA,NA
"423","v_praiphai1238-mF-2","phai1238","mF","ʔau","m","F",NA,NA,NA
"424","p_arearearea1240-mF-1","area1240","mF","mama-na","m","F",NA,NA,NA
"425","p_arearearea1240-mF-2","area1240","mF","ama-na","m","F",NA,NA,NA
"426","p_arearearea1240-mM-1","area1240","mM","nike-na","m","M",NA,NA,NA
"427","p_achineseachi1257-mF-1","achi1257","mF","ayah","m","F",NA,NA,NA
"428","p_achineseachi1257-mM-1","achi1257","mM","bunda","m","M",NA,NA,NA
"429","p_aklanonakla1241-mF-1","akla1241","mF","amá","m","F",NA,NA,NA
"430","p_aklanonakla1241-mF-2","akla1241","mF","tátay","m","F",NA,NA,NA
"431","p_aklanonakla1241-mM-1","akla1241","mM","iná","m","M",NA,NA,NA
"432","p_aklanonakla1241-mM-2","akla1241","mM","mamá","m","M",NA,NA,NA
"433","p_aklanonakla1241-mM-3","akla1241","mM","nánay","m","M",NA,NA,NA
"434","p_alanganalan1249-mF-1","alan1249","mF","mamang","m","F",NA,NA,NA
"435","p_alanganalan1249-mF-2","alan1249","mF","mamboy","m","F",NA,NA,NA
"436","p_alanganalan1249-mM-1","alan1249","mM","ináng","m","M",NA,NA,NA
"437","v_amisamis1246-mF-1","amis1246","mF","ama","m","F",NA,NA,NA
"438","v_amisamis1246-mM-1","amis1246","mM","ina","m","M",NA,NA,NA
"439","p_ampibabolaujeampi1237-mF-1","ampi1237","mF","siama","m","F",NA,NA,NA
"440","p_ampibabolaujeampi1237-mM-1","ampi1237","mM","siina","m","M",NA,NA,NA
"441","p_anejomanei1239-mF-1","anei1239","mF","etma-","m","F",NA,NA,NA
"442","p_anejomanei1239-mM-1","anei1239","mM","risi-","m","M",NA,NA,NA
"443","p_aniwaaniw1237-mF-1","aniw1237","mF","caku tata","m","F",NA,NA,NA
"444","p_aniwaaniw1237-mM-1","aniw1237","mM","caku mama","m","M",NA,NA,NA
"445","p_anutaanut1237-mF-1","anut1237","mF","tamana","m","F",NA,NA,NA
"446","p_anutaanut1237-mF-2","anut1237","mF","maatuaa","m","F",NA,NA,NA
"447","p_anutaanut1237-mM-1","anut1237","mM","pae","m","M",NA,NA,NA
"448","p_anutaanut1237-mM-2","anut1237","mM","maatuaa","m","M",NA,NA,NA
"449","p_arakiarak1252-mF-1","arak1252","mF","ta","m","F",NA,NA,NA
"450","p_arakiarak1252-mM-1","arak1252","mM","puá","m","M",NA,NA,NA
"451","p_ariamoukariamouk1240a-mF-1","mouk1240","mF","abo","m","F",NA,NA,NA
"452","p_ariamoukariamouk1240a-mM-1","mouk1240","mM","nina","m","M",NA,NA,NA
"453","p_ariamoukariamouk1240a-mM-2","mouk1240","mM","tna","m","M",NA,NA,NA
"454","p_arosiaros1241-mF-1","aros1241","mF","ama","m","F",NA,NA,NA
"455","p_aseraaser1237-mF-1","aser1237","mF","ama","m","F",NA,NA,NA
"456","p_aseraaser1237-mM-1","aser1237","mM","ina","m","M",NA,NA,NA
"457","v_atayalatay1247-mF-1","atay1247","mF","yabá","m","F",NA,NA,NA
"458","v_atayalatay1247-mM-1","atay1247","mM","yayá","m","M",NA,NA,NA
"459","p_atchinatch1238-mF-1","atch1238","mF","te","m","F",NA,NA,NA
"460","p_atchinatch1238-mM-1","atch1238","mM","mirä-","m","M",NA,NA,NA
"461","p_atoniuabmetouabm1237-mF-1","uabm1237","mF","amaf","m","F",NA,NA,NA
"462","p_atoniuabmetouabm1237-mM-1","uabm1237","mM","ainaf","m","M",NA,NA,NA
"463","p_attaatta1244-mF-1","atta1244","mF","amá","m","F",NA,NA,NA
"464","p_attaatta1244-mM-1","atta1244","mM","iná","m","M",NA,NA,NA
"465","p_avavabangasadialectkatb1237-mF-1","katb1237","mF","mom","m","F",NA,NA,NA
"466","p_avavabangasadialectkatb1237-mM-1","katb1237","mM","galu","m","M",NA,NA,NA
"467","p_avavaniviardialectkatb1237b-mF-1","katb1237","mF","mama","m","F",NA,NA,NA
"468","p_avavaniviardialectkatb1237b-mM-1","katb1237","mM","nggalu","m","M",NA,NA,NA
"469","p_avavakatb1237a-mF-1","katb1237","mF","mom","m","F",NA,NA,NA
"470","p_avavakatb1237a-mM-1","katb1237","mM","galu","m","M",NA,NA,NA
"471","p_ayiwoayiw1239-mF-1","ayiw1239","mF","tumä","m","F",NA,NA,NA
"472","p_ayiwoayiw1239-mF-2","ayiw1239","mF","gelitumä","m","F",NA,NA,NA
"473","p_ayiwoayiw1239-mM-1","ayiw1239","mM","isä","m","M",NA,NA,NA
"474","p_ayiwoayiw1239-mM-2","ayiw1239","mM","gelivitä","m","M",NA,NA,NA
"475","p_bacanesemalaybacanbaca1243-mF-1","baca1243","mF","papā","m","F",NA,NA,NA
"476","p_bacanesemalaybacanbaca1243-mF-2","baca1243","mF","abā","m","F",NA,NA,NA
"477","p_bacanesemalaybacanbaca1243-mM-1","baca1243","mM","ina","m","M",NA,NA,NA
"478","p_bahonsuaibaho1237-mF-1","baho1237","mF","ama","m","F",NA,NA,NA
"479","p_bahonsuaibaho1237-mM-1","baho1237","mM","ina","m","M",NA,NA,NA
"480","p_balaesangbala1314-mF-1","bala1314","mF","siamang","m","F",NA,NA,NA
"481","p_balaesangbala1314-mM-1","bala1314","mM","sinang","m","M",NA,NA,NA
"482","p_balangaobala1310-mF-1","bala1310","mF","ama","m","F",NA,NA,NA
"483","p_balangaobala1310-mM-1","bala1310","mM","ina","m","M",NA,NA,NA
"484","p_balinesebali1278-mF-1","bali1278","mF","rerama","m","F",NA,NA,NA
"485","p_balinesebali1278-mM-1","bali1278","mM","bibi","m","M",NA,NA,NA
"486","p_banjarbanj1239-mF-1","banj1239","mF","abah","m","F",NA,NA,NA
"487","p_banjarbanj1239-mM-1","banj1239","mM","uma","m","M",NA,NA,NA
"488","p_bannonibann1247-mF-1","bann1247","mF","tama","m","F",NA,NA,NA
"489","p_bannonibann1247-mM-1","bann1247","mM","sinah","m","M",NA,NA,NA
"490","p_barabethanohano1246a-mF-1","hano1246","mF","zimang","m","F",NA,NA,NA
"491","p_barabethanohano1246a-mM-1","hano1246","mM","dahing","m","M",NA,NA,NA
"492","p_bariokelabitbari1288-mF-1","bari1288","mF","tama","m","F",NA,NA,NA
"493","p_bariokelabitbari1288-mM-1","bari1288","mM","sinah","m","M",NA,NA,NA
"494","p_barokkarubaro1253-mM-1","baro1253","mM","magu","m","M",NA,NA,NA
"495","p_bataktobabata1289-mF-1","bata1289","mF","among","m","F",NA,NA,NA
"496","p_bataktobabata1289-mM-1","bata1289","mM","inang","m","M",NA,NA,NA
"497","p_biakbiak1248-mF-1","biak1248","mF","kamam","m","F",NA,NA,NA
"498","p_biakbiak1248-mF-2","biak1248","mF","kma","m","F",NA,NA,NA
"499","p_biakbiak1248-mM-1","biak1248","mM","awin","m","M",NA,NA,NA
"500","p_biakbiak1248-mM-2","biak1248","mM","sna","m","M",NA,NA,NA
"501","p_bierebobier1244-mF-1","bier1244","mF","karma-gu","m","F",NA,NA,NA
"502","p_bierebobier1244-mM-1","bier1244","mM","kania-gu","m","M",NA,NA,NA
"503","p_bignambasbign1238-mF-1","bign1238","mF","tatei","m","F",NA,NA,NA
"504","p_bignambasbign1238-mM-1","bign1238","mM","wunei","m","M",NA,NA,NA
"505","p_bignambasbign1238a-mF-1","bign1238","mF","tatei","m","F",NA,NA,NA
"506","p_bignambasbign1238a-mM-1","bign1238","mM","unei","m","M",NA,NA,NA
"507","p_bilibilbilb1241-mF-1","bilb1241","mF","mam","m","F",NA,NA,NA
"508","p_bilibilbilb1241-mF-2","bilb1241","mF","taman","m","F",NA,NA,NA
"509","p_bilibilbilb1241-mM-1","bilb1241","mM","nen","m","M",NA,NA,NA
"510","p_bilibilbilb1241-mM-2","bilb1241","mM","tinan","m","M",NA,NA,NA
"511","p_binukidtalaandigbinukidbinu1244-mF-1","binu1244","mF","amay","m","F",NA,NA,NA
"512","p_binukidtalaandigbinukidbinu1244-mM-1","binu1244","mM","inay","m","M",NA,NA,NA
"513","p_boanosulawesiboan1243-mF-1","boan1243","mF","iamang","m","F",NA,NA,NA
"514","p_boanosulawesiboan1243-mM-1","boan1243","mM","inang","m","M",NA,NA,NA
"515","p_bontokbont1247-mF-1","bont1247","mF","ama","m","F",NA,NA,NA
"516","p_bontokbont1247-mM-1","bont1247","mM","ina","m","M",NA,NA,NA
"517","p_brookespointpalawanobroo1239-mF-1","broo1239","mF","ama'","m","F",NA,NA,NA
"518","p_brookespointpalawanobroo1239-mM-1","broo1239","mM","indo'","m","M",NA,NA,NA
"519","p_bruneisabahmalaymalaysaba1263-mF-1","saba1263","mF","bapa","m","F",NA,NA,NA
"520","p_bruneisabahmalaymalaysaba1263-mM-1","saba1263","mM","ibu","m","M",NA,NA,NA
"521","p_bruneisabahmalaymalaysaba1263-mM-2","saba1263","mM","mak","m","M",NA,NA,NA
"522","p_buhidbuhi1245-mF-1","buhi1245","mF","mama","m","F",NA,NA,NA
"523","p_buhidbuhi1245-mF-2","buhi1245","mF","amang","m","F",NA,NA,NA
"524","p_buhidbuhi1245-mM-1","buhi1245","mM","ina uso","m","M",NA,NA,NA
"525","p_bukatbuka1261-mF-1","buka1261","mF","amak","m","F",NA,NA,NA
"526","p_bukatbuka1261-mM-1","buka1261","mM","inak","m","M",NA,NA,NA
"527","p_bulibuli1256-mF-1","buli1256","mF","mamo!","m","F",NA,NA,NA
"528","p_bulibuli1256-mF-2","buli1256","mF","hma","m","F",NA,NA,NA
"529","p_bulibuli1256-mM-1","buli1256","mM","aje! hnje","m","M",NA,NA,NA
"530","p_bungkubung1269-mF-1","bung1269","mF","tuˀa","m","F",NA,NA,NA
"531","p_bungkubung1269-mM-1","bung1269","mM","indo","m","M",NA,NA,NA
"532","v_bununbunu1267-mF-1","bunu1267","mF","tama","m","F",NA,NA,NA
"533","v_bununbunu1267-mM-1","bunu1267","mM","tina","m","M",NA,NA,NA
"534","p_buruindonesiaburu1303-mF-1","buru1303","mF","ama","m","F",NA,NA,NA
"535","p_buruindonesiaburu1303-mM-1","buru1303","mM","ina","m","M",NA,NA,NA
"536","p_butmasturbutm1237-mF-1","butm1237","mF","tatang","m","F",NA,NA,NA
"537","p_butmasturbutm1237-mM-1","butm1237","mM","mang","m","M",NA,NA,NA
"538","v_bwaidogabwai1243-mF-1","bwai1243","mF","tama","m","F",NA,NA,NA
"539","v_bwaidogabwai1243-mM-1","bwai1243","mM","ina","m","M",NA,NA,NA
"540","v_carolinianscaro1242-mM-1","caro1242","mM","no'no","m","M",NA,NA,NA
"541","p_casigurandumagatagtacasi1235-mF-1","casi1235","mF","'ama","m","F",NA,NA,NA
"542","p_casigurandumagatagtacasi1235-mM-1","casi1235","mM","'ina","m","M",NA,NA,NA
"543","p_cebuanocebu1242-mF-1","cebu1242","mF","úyung","m","F",NA,NA,NA
"544","p_cebuanocebu1242-mF-2","cebu1242","mF","amahan","m","F",NA,NA,NA
"545","p_cebuanocebu1242-mF-3","cebu1242","mF","irpat","m","F",NA,NA,NA
"546","p_cebuanocebu1242-mF-4","cebu1242","mF","itay","m","F",NA,NA,NA
"547","p_cebuanocebu1242-mM-1","cebu1242","mM","anay","m","M",NA,NA,NA
"548","p_centralcagayanagtacent2084-mF-1","cent2084","mF","dama-","m","F",NA,NA,NA
"549","p_centralcagayanagtacent2084-mM-1","cent2084","mM","hina-","m","M",NA,NA,NA
"550","p_centralmelanaucent2101-mF-1","cent2101","mF","tama","m","F",NA,NA,NA
"551","p_centralmelanaucent2101-mF-2","cent2101","mF","amam","m","F",NA,NA,NA
"552","p_centralmelanaucent2101-mF-3","cent2101","mF","mam","m","F",NA,NA,NA
"553","p_centralmelanaucent2101-mM-1","cent2101","mM","tina","m","M",NA,NA,NA
"554","p_centralmelanaucent2101-mM-2","cent2101","mM","ina","m","M",NA,NA,NA
"555","p_centralsamacent2092-mF-1","cent2092","mF","ama'","m","F",NA,NA,NA
"556","p_centralsamacent2092-mM-1","cent2092","mM","ina'","m","M",NA,NA,NA
"557","p_centralsubanensubanungcent2089-mF-1","cent2089","mF","g-ama","m","F",NA,NA,NA
"558","p_centralsubanensubanungcent2089-mM-1","cent2089","mM","g-ina","m","M",NA,NA,NA
"559","p_centraltagbanwacent2090-mF-1","cent2090","mF","ama","m","F",NA,NA,NA
"560","p_centraltagbanwacent2090-mM-1","cent2090","mM","ina","m","M",NA,NA,NA
"561","p_chamarrocham1312-mF-1","cham1312","mF","tata","m","F",NA,NA,NA
"562","p_chamarrocham1312-mM-1","cham1312","mM","-nana","m","M",NA,NA,NA
"563","p_chamarrocham1312-mM-2","cham1312","mM","madre","m","M",NA,NA,NA
"564","p_chekeholochek1238-mF-1","chek1238","mF","kmagna","m","F",NA,NA,NA
"565","p_chekeholochek1238-mM-1","chek1238","mM","dogegna","m","M",NA,NA,NA
"566","p_chuukesetrukesechuu1238-mF-1","chuu1238","mF","saam","m","F",NA,NA,NA
"567","p_chuukesetrukesechuu1238-mF-2","chuu1238","mF","semenap","m","F",NA,NA,NA
"568","p_chuukesetrukesechuu1238-mM-1","chuu1238","mM","iin","m","M",NA,NA,NA
"569","p_chuukesetrukesechuu1238-mM-2","chuu1238","mM","inenap","m","M",NA,NA,NA
"570","v_colloquialmalaymala1479-mF-1","mala1479","mF","bapak","m","F",NA,NA,NA
"571","v_colloquialmalaymala1479-mM-1","mala1479","mM","emak","m","M",NA,NA,NA
"572","p_cotabatomanobocota1241-mF-1","cota1241","mF","emà","m","F",NA,NA,NA
"573","p_cotabatomanobocota1241-mM-1","cota1241","mM","inay","m","M",NA,NA,NA
"574","p_daakieport1286-mF-1","port1286","mF","taata","m","F",NA,NA,NA
"575","p_daakieport1286-mM-1","port1286","mM","naana","m","M",NA,NA,NA
"576","p_dakakadaka1243-mF-1","daka1243","mF","taata","m","F",NA,NA,NA
"577","p_dakakadaka1243-mM-1","daka1243","mM","naana","m","M",NA,NA,NA
"578","p_dampelasdamp1237-mF-1","damp1237","mF","siamang","m","F",NA,NA,NA
"579","p_dampelasdamp1237-mM-1","damp1237","mM","sinang","m","M",NA,NA,NA
"580","p_dampelasdamp1237-mM-2","damp1237","mM","sina -nya","m","M",NA,NA,NA
"581","p_dehudehu1237-mM-1","dehu1237","mM","teifenie","m","M",NA,NA,NA
"582","p_dobudobu1241-mF-1","dobu1241","mF","tamana","m","F",NA,NA,NA
"583","p_dobudobu1241-mF-2","dobu1241","mF","ana toenatuna","m","F",NA,NA,NA
"584","p_dobudobu1241-mM-1","dobu1241","mM","sinana","m","M",NA,NA,NA
"585","p_dobudobu1241-mM-2","dobu1241","mM","ana toenatuna","m","M",NA,NA,NA
"586","p_dondodond1249-mF-1","dond1249","mF","siuma","m","F",NA,NA,NA
"587","p_dondodond1249-mF-2","dond1249","mF","si'uma","m","F",NA,NA,NA
"588","p_dondodond1249-mF-3","dond1249","mF","siama","m","F",NA,NA,NA
"589","p_dondodond1249-mM-1","dond1249","mM","siina","m","M",NA,NA,NA
"590","p_dupaninganagatdupa1235-mF-1","dupa1235","mF","hama","m","F",NA,NA,NA
"591","p_dupaninganagatdupa1235-mF-2","dupa1235","mF","name","m","F",NA,NA,NA
"592","p_dupaninganagatdupa1235-mF-3","dupa1235","mF","amang","m","F",NA,NA,NA
"593","p_dupaninganagatdupa1235-mM-1","dupa1235","mM","hena","m","M",NA,NA,NA
"594","p_dupaninganagatdupa1235-mM-2","dupa1235","mM","inang","m","M",NA,NA,NA
"595","p_dupaninganagatdupa1235-mM-3","dupa1235","mM","nena","m","M",NA,NA,NA
"596","p_eastambaelolovolieast2443-mF-1","east2443","mF","tama-","m","F",NA,NA,NA
"597","p_eastambaelolovolieast2443-mM-1","east2443","mM","retahi-","m","M",NA,NA,NA
"598","p_eastfutunaeast2447-mF-1","east2447","mF","tamana","m","F",NA,NA,NA
"599","p_eastfutunaeast2447-mM-1","east2447","mM","tsinana","m","M",NA,NA,NA
"600","v_easterislandersrapa1244-mF-1","rapa1244","mF","matua tamaaroa","m","F",NA,NA,NA
